message,fuzzy
"['glyph', 'compositeissue', 'dependency', 'ufoft', 'googleinglyph', 'previous', 'implementation', 'issue', 'solvingquadratic', 'spline', 'cubicconversion', 'compilettf', 'contour', 'reversedcompilettf', 'compositedisable', 'enable', 'compilettf', 'viable', 'interface', 'ufoftdependency']",{'issue': 100}
"['black', 'macstyle', 'webfonts', 'davelabgoogle', 'issuecommentclear', 'issue']",{'issue': 100}
"['bffaamerge', 'request', 'googleglyph', 'class', 'rename', 'generation']",{'generation': 100}
"['mergemerge', 'request', 'generation', 'jamesgkgeneration']",{'generation': 100}
"['issue', 'robofabsolution', 'robust', 'float', 'problemdecide', 'duplicate', 'point', 'comparison', 'whetheroutput', 'fractional', 'component', 'smallcertain', 'assumes', 'behavior', 'robofabduplicate']",{'issue': 100}
"['testnames', 'issue']",{'issue': 100}
"['checkanchor', 'issue']",{'issue': 100}
"['clean', 'generation']",{'generation': 100}
"['glyph', 'unicode', 'splitcompile', 'ufofdk', 'reverse', 'fonttools', 'lookup', 'table', 'necessary', 'glyph', 'unicode', 'generation']",{'generation': 100}
"['simplifylonger', 'issue', 'partscompiler', 'glyph', 'order', 'ufofdk']",{'issue': 100}
"['address', 'custom', 'issue', 'glyph', 'conversion']",{'issue': 100}
"['glyph', 'composite', 'generation']",{'generation': 100}
"['italicdelivery', 'issue', 'january', 'paratype']",{'issue': 100}
"['macstyle', 'removesince', 'issue']",{'issue': 100}
"['issue', 'character']",{'issue': 100}
"['width', 'decimal', 'digit', 'changeexternal', 'issue', 'followingdeveloper', 'detail', 'issue', 'preview', 'androidissue']",{'issue': 100}
