sha,message,catetory,matched,labels
dec74d95bd4836460db444dcdd8bd0fc3fc8a4e4,"['security', 'update', 'releasechangelog', 'hostedcompare', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
e2cb5ef073486209ef46ee374d394ffc501ebc4c,"['security', 'lodashincludes', 'security', 'update', 'lodashrelease', 'lodashcompare', 'commits', 'lodashsupport', 'dependabot', 'preview']",General,{'security': 100},
ba3014ff3275388826d9a051a729a14c701e1c0c,"['securityyargs', 'security', 'update', 'includesrelease', 'yargschangelog', 'yargs', 'masteryargs', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
40ada04b04579ecd50a72d21558ab54199c70469,"['elliptic', 'securityindutny', 'security', 'update', 'ellipticelliptic', 'release', 'indutnyelliptic', 'indutny', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
a214181c0fc8355dc24dcb2b08a8fb0b0b2359a4,"['securityincludes', 'security', 'update', 'isaacrelease', 'isaaccompare', 'commits', 'isaacsupport', 'dependabot', 'preview']",General,{'security': 100},
8b1a584e01d3296aaba8baf29f66fb55b2382610,"['security', 'lodashincludes', 'security', 'update', 'lodashrelease', 'lodashcompare', 'commits', 'lodashsupport', 'dependabot', 'preview']",General,{'security': 100},
6c52c33eaab0dee39c531807c48704ba4ecc4788,"['elliptic', 'securityindutny', 'security', 'update', 'ellipticelliptic', 'release', 'indutnyelliptic', 'indutny', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
0a268081c2a892e30641a8a1438911cddb4373ad,"['websocketincludes', 'websocket', 'security', 'update', 'extensionrelease', 'master', 'websocketcompare', 'commits', 'websocketsupport', 'dependabot', 'preview', 'signedpreview', 'dependabot']",General,{'security': 100},
63fd570c797c47132c43594c2661bc09b014ac04,"['security', 'acornacornjs', 'security', 'update', 'acornacornjs', 'release', 'acornacornjs', 'acorn', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
791112a6d14c60440dcab51693af1e259affc230,"['security', 'handlebarhandlebar', 'wycats', 'security', 'updaterelease', 'wycatschangelog', 'release', 'wycats', 'mastercompare', 'wycats', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
f334645b21ff6a952dcfc0e4e548e1f86bc6be0a,"['mixin', 'securitymixin', 'security', 'update', 'jonschlinkertmixin', 'jonschlinkert', 'releasemixin', 'jonschlinkert', 'commitssupport', 'dependabot', 'preview']",General,{'security': 100},
04b388d7678c3ba0a9e7417138a6f9fc57a1a4a4,"['securityincludes', 'security', 'update', 'lodashrelease', 'lodashcompare', 'commits', 'lodashsupport', 'dependabot', 'preview']",General,{'security': 100},
c9e473178dd4ec190318e9b4ce2fa7009eec4246,"['security', 'lodashincludes', 'security', 'update', 'lodashrelease', 'lodashchangelog', 'master', 'lodashcompare', 'commits', 'lodashdependabot', 'support']",General,{'security': 100},
a50c7bf8653c8aaf0431cfb43bc3056872ea962a,"['security', 'mergeincludes', 'security', 'update', 'yeikosrelease', 'yeikoscompare', 'yeikos', 'commitsdependabot', 'support']",General,{'security': 100},
b6d6265ea92b923fafd4bebfdfeae64f46c73ff5,"['dafeb', 'mergejasobrown', 'request', 'mergemanipulate', 'security', 'servlet', 'jersey', 'group']",General,{'security': 100},
92d8ea2f2cb656a36fa6661ddafe785a6d25d160,"['security', 'servlet', 'jersey', 'github', 'group']",General,{'security': 100},
653077eec678c06ea7fc892f81d8fd34bd618702,"['feabf', 'mergearyanet', 'request', 'mergesupport', 'cloudformation', 'security', 'configuration', 'group']",General,{'security': 100},
950cadf9bd50ae6462688c123ba153b64fd92330,"['support', 'security', 'simpledb', 'groupmethod', 'addedbackward', 'getappname', 'awsmembership', 'setting']",General,{'security': 100},
