message,fuzzy
"['common', 'shell', 'error', 'message', 'issue', 'gnome']",{'issue': 100}
"['sessionissuecomment', 'issue']",{'issue': 100}
"['appstream', 'issue']",{'issue': 100}
"['issue', 'development', 'section', 'readme']",{'issue': 100}
"['command', 'expose', 'snapcraft', 'ffmpeg']",{'expose': 100}
"['detail', 'issue', 'prefill', 'report']",{'issue': 100}
"['startup', 'changedlabel', 'issue', 'record']",{'issue': 100}
"['final', 'permission']",{'permission': 100}
"['generation', 'ffmpeg', 'imagemagickffmpeg', 'environment']",{'generation': 100}
"['necessary', 'proper', 'issue']",{'issue': 100}
"['flatpak', 'launcher', 'custom', 'issue', 'theme']",{'issue': 100}
"['warning', 'compiler', 'errorformat', 'security', 'warning', 'launchpad']",{'Security': 100}
"['driver', 'issue', 'nvidia']",{'issue': 100}
"['temporary', 'issue', 'output']",{'issue': 100}
"['launch', 'forceissuecomment', 'wayland', 'absolute', 'available', 'issue', 'wayland', 'shell', 'backend', 'gnome']",{'issue': 100}
"['workaround', 'config', 'launcher', 'custom', 'issue', 'snapcraft', 'imagemagick']",{'issue': 100}
"['folder', 'schema', 'local', 'possible', 'crash', 'loadingfolder', 'schema', 'local', 'crash', 'exists']",{'crash': 100}
"['delay', 'window', 'indicator', 'crash']",{'crash': 100}
"['screen', 'changedtransparency', 'decoration', 'client', 'issue']",{'issue': 100}
