message,fuzzy
"['referenceissue', 'issuecomment', 'targetprocess', 'taucharts', 'thread']",{'thread': 100}
"['order', 'stack']",{'stack': 100}
"['order', 'obsolete', 'stack']",{'stack': 100}
"['overflow', 'facet', 'scale']",{'overflow': 100}
"['overflow', 'annotation', 'scale', 'ordinal']",{'overflow': 100}
"['cancellable', 'calculation', 'asynccreate', 'traversetimeout', 'scenario', 'element', 'single', 'gettingcompletes', 'sequence', 'runner', 'concurrent', 'interval']",{'concurrent': 100}
"['crash', 'legend', 'invalidlegend', 'invalidgradient']",{'crash': 100}
"['issue', 'tooltip', 'click', 'layout']",{'issue': 100}
"['overflow', 'label']",{'overflow': 100}
"['overflow', 'empty', 'domain']",{'overflow': 100}
"['overflow', 'scatterplot', 'preventoverflow', 'scatterplot', 'brush', 'preventoverflow', 'logarithmic', 'ignore']",{'overflow': 100}
"['scrollbar', 'overflow', 'small', 'sparkline']",{'overflow': 100}
"['issue', 'targetprocess', 'tauchartsissue', 'targetprocess', 'tauchartsimplementation', 'uniqueunnecessary']",{'issue': 100}
"['unnecessary', 'fractionalfilter', 'value', 'integer']",{'integer': 100}
"['issue', 'targetprocess', 'taucharts']",{'issue': 100}
"['underscore', 'removelibrary', 'unnecessary', 'shallow', 'revert', 'removeunderscore', 'removeplugins', 'removefilter', 'plugin', 'quickminor', 'issue', 'default', 'clone', 'missingcompatible', 'underscore', 'functionclone']",{'issue': 100}
"['eeccf', 'mergemerge', 'targetprocess', 'requestcrash', 'overflow', 'chrome']",{'overflow': 100}
"['scroll', 'overflow', 'toggle']",{'overflow': 100}
"['winaware', 'issue']",{'issue': 100}
"['empty', 'length']",{'length': 100}
"['issue', 'targetprocess', 'taucharts']",{'issue': 100}
"['expose', 'version']",{'expose': 100}
"['expose', 'version', 'taucharts']",{'expose': 100}
"['overflow', 'rotate']",{'overflow': 100}
"['issue', 'targetprocess', 'taucharts']",{'issue': 100}
"['model', 'expose', 'element', 'interval', 'screen']",{'expose': 100}
"['access', 'property', 'element', 'point', 'stack']",{'stack': 100}
"['synthetic', 'stack', 'record']",{'stack': 100}
"['positive', 'transformation', 'negative', 'stack', 'valueapplication', 'filter', 'synthetic', 'proper', 'record', 'stack']",{'stack': 100}
"['stack', 'simplify']",{'stack': 100}
"['element', 'point', 'stack']",{'stack': 100}
"['stack', 'scale', 'validationstack']",{'stack': 100}
"['stack', 'decorator', 'introducerefactor', 'interval']",{'stack': 100}
"['eslint', 'issue']",{'issue': 100}
"['mergemerge', 'issue', 'targetprocess', 'requestissue', 'targetprocess', 'taucharts']",{'issue': 100}
"['issue', 'targetprocess', 'tauchartssampleregular', 'facetissueradius', 'limitguide', 'customization']",{'issue': 100}
"['issue', 'style']",{'issue': 100}
"['issue', 'targetprocess', 'taucharts']",{'issue': 100}
"['issue', 'climate', 'duplication']",{'issue': 100}
"['issue', 'targetprocess', 'taucharts']",{'issue': 100}
"['issue', 'targetprocess', 'chart', 'tooltip']",{'issue': 100}
"['issue', 'label', 'collide']",{'issue': 100}
"['issue', 'style']",{'issue': 100}
"['issue', 'review']",{'issue': 100}
"['issue', 'review']",{'issue': 100}
"['mouseout', 'mouseover', 'expose', 'event', 'click']",{'expose': 100}
"['issue', 'style']",{'issue': 100}
"['issue', 'style']",{'issue': 100}
"['issue', 'style']",{'issue': 100}
"['jshint', 'issue']",{'issue': 100}
"['issue', 'style']",{'issue': 100}
"['issue', 'label']",{'issue': 100}
"['issue', 'review']",{'issue': 100}
"['cosmetic', 'issue']",{'issue': 100}
"['scale', 'overflown']",{'overflow': 94}
"['value', 'issue', 'boolean']",{'issue': 100}
"['expose', 'simplify', 'property', 'childunits']",{'expose': 100}
"['delay', 'issue', 'tooltip']",{'issue': 100}
"['issue', 'label']",{'issue': 100}
"['issue', 'tooltip']",{'issue': 100}
"['numerical', 'density', 'issue', 'scale']",{'issue': 100}
"['extraction', 'incorrect']",{'incorrect': 100}
"['phantom', 'issue']",{'issue': 100}
