url,state,title,label,comments_url,diff_url,patch_url
https://api.github.com/repos/shentao/vue-multiselect/issues/1377,open,Custom caret in 2020?, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1377/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1365,open,Can't remove selected items, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1365/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1358,open,Can you add the ability to customize the css?, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1358/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1349,closed,Bump @vue/cli-plugin-babel from 3.11.0 to 4.5.7,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1349/comments,https://github.com/shentao/vue-multiselect/pull/1349.diff,https://github.com/shentao/vue-multiselect/pull/1349.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1347,open,Line shows when search is selected, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1347/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1346,open,Hide tags and keep placeholder, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1346/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1340,open,Bump babel-plugin-istanbul from 3.1.2 to 6.0.0,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1340/comments,https://github.com/shentao/vue-multiselect/pull/1340.diff,https://github.com/shentao/vue-multiselect/pull/1340.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1339,open,Bump vue-template-es2015-compiler from 1.6.0 to 1.9.1,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1339/comments,https://github.com/shentao/vue-multiselect/pull/1339.diff,https://github.com/shentao/vue-multiselect/pull/1339.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1338,closed,Bump cross-env from 5.2.0 to 7.0.2,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1338/comments,https://github.com/shentao/vue-multiselect/pull/1338.diff,https://github.com/shentao/vue-multiselect/pull/1338.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1332,closed,Bump webpack-bundle-analyzer from 3.5.1 to 3.8.0,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1332/comments,https://github.com/shentao/vue-multiselect/pull/1332.diff,https://github.com/shentao/vue-multiselect/pull/1332.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1323,closed,[Security] Bump http-proxy from 1.17.0 to 1.18.1,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1323/comments,https://github.com/shentao/vue-multiselect/pull/1323.diff,https://github.com/shentao/vue-multiselect/pull/1323.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1318,open,Searching from a virtual keyboard, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1318/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1314,open,Allow disabled options to have a tooltip., ,https://api.github.com/repos/shentao/vue-multiselect/issues/1314/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1292,closed,Bump @vue/cli-plugin-unit-jest from 3.0.4 to 4.4.6,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1292/comments,https://github.com/shentao/vue-multiselect/pull/1292.diff,https://github.com/shentao/vue-multiselect/pull/1292.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1304,closed,[Security] Bump lodash from 4.17.15 to 4.17.19,dependencies,https://api.github.com/repos/shentao/vue-multiselect/issues/1304/comments,https://github.com/shentao/vue-multiselect/pull/1304.diff,https://github.com/shentao/vue-multiselect/pull/1304.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/1241,open,[DEV] How to test?, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1241/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/1009,open,Accessibility: screen reader not reading options properly, ,https://api.github.com/repos/shentao/vue-multiselect/issues/1009/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/927,open,Passing an id (to link with a label) only works if searchable is true,bug,https://api.github.com/repos/shentao/vue-multiselect/issues/927/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/929,closed,consider `$isDisabled` before removing selected, ,https://api.github.com/repos/shentao/vue-multiselect/issues/929/comments,https://github.com/shentao/vue-multiselect/pull/929.diff,https://github.com/shentao/vue-multiselect/pull/929.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/933,closed,"How to pass parameter in @select=""method( extra )"" ?",question,https://api.github.com/repos/shentao/vue-multiselect/issues/933/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/932,closed,SSR VIew Options list not available in the list,question,https://api.github.com/repos/shentao/vue-multiselect/issues/932/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/917,closed,Add translate support, ,https://api.github.com/repos/shentao/vue-multiselect/issues/917/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/926,open,Can't interact via selenium,bug,https://api.github.com/repos/shentao/vue-multiselect/issues/926/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/778,closed,How can I add predefined option to multiselect?,help wanted,https://api.github.com/repos/shentao/vue-multiselect/issues/778/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/746,closed,Enhancement: Enable fixed footer,wontfix,https://api.github.com/repos/shentao/vue-multiselect/issues/746/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/730,closed,Bump package version,question,https://api.github.com/repos/shentao/vue-multiselect/issues/730/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/469,closed,Layout Issue, ,https://api.github.com/repos/shentao/vue-multiselect/issues/469/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/468,closed,fix option selected position., ,https://api.github.com/repos/shentao/vue-multiselect/issues/468/comments,https://github.com/shentao/vue-multiselect/pull/468.diff,https://github.com/shentao/vue-multiselect/pull/468.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/451,closed,Can't select or add more than one tag in PhoneGap/Cordova,help wanted,https://api.github.com/repos/shentao/vue-multiselect/issues/451/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/450,closed,Updating v-model when options are modified,question,https://api.github.com/repos/shentao/vue-multiselect/issues/450/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/123,closed,Question: can vue-multiselect handle large (2000+ entries) lists?,question,https://api.github.com/repos/shentao/vue-multiselect/issues/123/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/67,closed,[Help wanted] Multiple select field with predefined options problem,help wanted,https://api.github.com/repos/shentao/vue-multiselect/issues/67/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/22,closed,Consider not using 'let',invalid,https://api.github.com/repos/shentao/vue-multiselect/issues/22/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/35,closed,How do you pass data down from parent?,question,https://api.github.com/repos/shentao/vue-multiselect/issues/35/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/46,closed,Spinner is not animated, ,https://api.github.com/repos/shentao/vue-multiselect/issues/46/comments,https://github.com/shentao/vue-multiselect/pull/46.diff,https://github.com/shentao/vue-multiselect/pull/46.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/45,closed,Selected null passed from parent raises exception: Chapter 2., ,https://api.github.com/repos/shentao/vue-multiselect/issues/45/comments,https://github.com/shentao/vue-multiselect/pull/45.diff,https://github.com/shentao/vue-multiselect/pull/45.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/42,closed,Docs,help wanted,https://api.github.com/repos/shentao/vue-multiselect/issues/42/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/9,closed,"Fix #2, correct test command in readme", ,https://api.github.com/repos/shentao/vue-multiselect/issues/9/comments,https://github.com/shentao/vue-multiselect/pull/9.diff,https://github.com/shentao/vue-multiselect/pull/9.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/27,closed,Add to vuecomponents.com, ,https://api.github.com/repos/shentao/vue-multiselect/issues/27/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/269,closed,ReferenceError: deepClone is not defined,help wanted,https://api.github.com/repos/shentao/vue-multiselect/issues/269/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/102,closed,Select on tab?,enhancement,https://api.github.com/repos/shentao/vue-multiselect/issues/102/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/33,closed,Fixed Chrome/Firefox Scrolling Issues, ,https://api.github.com/repos/shentao/vue-multiselect/issues/33/comments,https://github.com/shentao/vue-multiselect/pull/33.diff,https://github.com/shentao/vue-multiselect/pull/33.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/32,closed,Can I set the limit of selection?,enhancement,https://api.github.com/repos/shentao/vue-multiselect/issues/32/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/30,closed,Wrong height / font-size,enhancement,https://api.github.com/repos/shentao/vue-multiselect/issues/30/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/29,closed,Error on gulp --production,help wanted,https://api.github.com/repos/shentao/vue-multiselect/issues/29/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/26,closed,Roadmap question - will there be ordering/sorting support for multiselect?,enhancement,https://api.github.com/repos/shentao/vue-multiselect/issues/26/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/25,closed,newly created tags arent getting added to the selected array thus not showing,question,https://api.github.com/repos/shentao/vue-multiselect/issues/25/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/24,closed,Can't set placeholder to prop,question,https://api.github.com/repos/shentao/vue-multiselect/issues/24/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/23,closed,Override Styles - Remove Scope,enhancement,https://api.github.com/repos/shentao/vue-multiselect/issues/23/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/19,closed,Create a umd bundle, ,https://api.github.com/repos/shentao/vue-multiselect/issues/19/comments,https://github.com/shentao/vue-multiselect/pull/19.diff,https://github.com/shentao/vue-multiselect/pull/19.patch
https://api.github.com/repos/shentao/vue-multiselect/issues/17,closed,Allow label attribute to be a computed value,enhancement,https://api.github.com/repos/shentao/vue-multiselect/issues/17/comments, , 
https://api.github.com/repos/shentao/vue-multiselect/issues/16,closed,allowing alternative tag colors, ,https://api.github.com/repos/shentao/vue-multiselect/issues/16/comments,https://github.com/shentao/vue-multiselect/pull/16.diff,https://github.com/shentao/vue-multiselect/pull/16.patch
