Id,Url,Langs,ApiType,RemNum,IibcNum,PdNum,GenNum,VulNum
99942301,https://api.github.com/repos/LN-Zap/zap-desktop,"['css', 'html', 'javascript', 'shell']",IMI_EBD,0,0,0,4,4
37489525,https://api.github.com/repos/pytest-dev/pytest,"['python', 'shell']",IMI,0,0,0,3,3
299862,https://api.github.com/repos/nltk/nltk,"['python', 'shell']",IMI,0,0,0,0,0
1201108,https://api.github.com/repos/hanwen/go-fuse,"['c', 'c++', 'shell']",IMI,12,0,0,6,18
15116946,https://api.github.com/repos/vuejs/vue-router,"['java', 'shell']",IMI,3,0,0,0,3
137503442,https://api.github.com/repos/void-linux/void-packages,"['css', 'html', 'javascript', 'shell']",FFI_IMI_EBD,0,0,0,1,1
94498635,https://api.github.com/repos/carbon-app/carbon,"['java', 'shell']",IMI,0,0,0,5,5
2317369,https://api.github.com/repos/mozilla-b2g/gaia,"['css', 'html', 'javascript', 'shell']",FFI_IMI,0,0,0,2,2
9504214,https://api.github.com/repos/facebook/buck,"['css', 'html', 'javascript', 'shell']",FFI_IMI,0,0,0,6,6
37995048,https://api.github.com/repos/ssbc/patchwork,"['java', 'javascript']",EBD,0,0,0,0,0
32282675,https://api.github.com/repos/Winetricks/winetricks,"['python', 'shell']",IMI,0,0,0,0,0
