repo_id,apity,apity_num,pj_size,lg_num,age,cmmt_num,dev_num,se_num,se_rem_num,se_iibc_num,se_pd_num,se_other
111245305,IRI_ID,0,10222,7,1061,506,28,2,1,0,0,1
6325420,IRI_ID,0,675020,8,3532,8589,56,479,48,6,34,391
12366195,HI,1,6729,4,2808,248,19,6,0,0,0,6
2511505,IRI,0,1868,2,3550,433,51,18,1,0,2,15
381965,IRI,0,323,4,4238,179,35,13,6,0,1,6
7964360,IRI,0,379,2,3875,410,50,3,1,0,0,2
392759,ID,0,18482,5,4220,1909,220,63,28,0,5,30
29337344,IRI_ID,0,26759,5,2296,868,43,17,4,0,7,6
15192017,IRI,0,39264,6,2755,3006,88,164,30,4,15,115
21306213,FFI,0,17116,4,751,289,14,8,6,0,0,2
791720,IRI,0,29807,8,3948,3752,151,186,16,0,2,168
12558645,IRI_ID,0,9278,4,2856,1877,72,41,4,15,7,15
48729353,IRI,0,143350,4,1622,1373,52,61,5,6,16,34
117545507,IRI,0,3943,2,1262,845,69,29,6,5,6,12
33294317,FFI_IRI,0,19694,9,2098,2265,109,61,28,2,4,27
30621185,IRI,0,4440,4,2298,750,64,51,1,2,5,43
62751496,FFI_IRI,0,647,7,1661,714,15,23,1,20,0,2
44371473,IRI_ID,0,7386,3,2085,59,9,3,2,0,0,1
72343220,HI,1,9730,4,1806,3119,115,56,28,3,0,25
111751293,IRI,0,178171,5,1214,1511,22,42,13,0,5,24
1124202,FFI,0,6005,4,5670,952,39,82,13,1,58,10
14571443,ID,0,17563,6,2779,4046,952,97,7,0,0,90
67396709,ID,0,1412,3,1666,349,64,9,1,0,1,7
12089444,HI,1,212774,5,2856,364,25,2,2,0,0,0
2097941,IRI,0,29707,3,3606,2190,52,57,25,0,0,32
7642569,IRI,0,2457,5,2700,404,50,5,5,0,0,0
119437761,ID,0,15104,3,862,230,15,2,0,0,0,2
35350266,HI,1,380,3,2117,170,41,4,0,0,1,3
12236329,HI,1,239,2,2607,186,23,2,0,0,0,2
48701042,IRI_ID,0,59764,9,2017,3977,65,141,71,0,10,60
32273905,IRI_ID,0,1989,3,1405,783,33,5,0,0,3,2
35373989,HI,1,4103,4,1880,561,47,14,3,0,1,10
59331395,HI,1,628,4,1644,413,76,6,3,0,0,3
35731316,ID,0,8351,6,2228,184,48,2,1,0,0,1
24886506,HI,1,2268,2,2449,232,36,4,2,0,0,2
35228769,IRI,0,191934,5,3889,3893,67,323,144,8,131,40
114108768,IRI_ID,0,4013,3,313,271,12,2,0,0,0,2
115186825,IRI,0,46639,5,1106,387,14,3,1,0,0,2
25637311,IRI_ID,0,3725,3,2062,430,64,11,0,0,1,10
12373318,IRI_ID,0,6592,7,2847,1902,106,76,57,0,1,18
45096760,IRI,0,12207,3,2071,810,34,116,3,0,10,103
481040,IRI_ID,0,3282,4,4120,1685,252,86,6,1,10,69
12682212,FFI_IRI,0,13706,5,3094,2659,113,123,31,34,4,54
31234749,IRI,0,23787,4,2295,265,23,1,0,0,1,0
22359052,HI,1,1807,2,2474,566,72,7,4,0,0,3
40642004,FFI,0,22193,5,2135,422,91,11,1,0,1,9
8122790,FFI_IRI,0,48263,5,4372,7101,236,305,15,1,14,275
10127525,IRI_ID,0,364,3,2285,175,22,2,1,0,0,1
5533936,FFI_IRI,0,38201,6,3183,4011,40,340,90,0,22,228
5243244,ID,0,2702,2,3206,272,82,1,0,0,0,1
28270310,IRI,0,1334,3,2271,865,25,30,2,1,9,18
3611422,IRI,0,2782,2,3194,575,64,13,3,0,0,10
24297039,HI,1,539,2,1974,190,27,1,1,0,0,0
106125229,ID,0,14448,2,1264,2184,140,67,3,0,0,64
39585488,IRI,0,1534,3,1681,840,63,33,5,0,0,28
3856601,IRI_ID,0,3535,3,3292,197,34,3,2,0,0,1
36077404,FFI_IRI,0,107257,7,2422,3044,40,53,22,0,9,22
38914334,HI,1,623,3,2087,67,9,2,0,2,0,0
14724954,IRI_ID,0,50010,6,3674,5254,213,196,8,1,26,161
2642653,IRI_ID,0,2124,4,3498,782,166,19,1,0,2,16
535712,FFI_IRI,0,5678,4,6022,1494,129,31,16,0,1,14
75029275,ID,0,8201,3,996,386,4,2,0,0,0,2
34994276,ID,0,1299,2,2100,341,73,1,0,0,0,1
31374926,IRI,0,1946,3,2288,874,26,3,0,0,0,3
32675488,FFI_IRI,0,805923,17,5927,14083,134,530,326,64,6,134
56971819,FFI,0,2917,4,1859,75,12,1,1,0,0,0
94264011,IRI,0,135645,7,3276,6362,176,217,54,0,13,150
29152618,ID,0,480,3,1661,17,6,1,0,0,0,1
57139102,ID,0,140549,5,1880,1723,29,44,1,0,10,33
33768009,ID,0,74021,2,1027,2403,145,24,1,0,4,19
46560339,ID,0,6288,4,2243,588,31,17,1,0,0,16
6789509,IRI_ID,0,546867,8,3126,901,43,30,1,0,6,23
45838272,IRI,0,10163,6,2326,1468,132,34,10,0,3,21
47907821,IRI,0,8761,5,3305,3004,33,21,5,0,0,16
108920680,IRI,0,25222,3,1339,2453,44,54,30,0,7,17
2094490,IRI_ID,0,2003,3,3287,703,70,63,1,0,8,54
9601783,IRI,0,17461,2,3042,1196,91,150,6,3,8,133
1529764,IRI_ID,0,2299,4,3692,351,8,4,2,0,1,1
17420614,IRI,0,8027,6,2033,5246,30,65,11,0,6,48
57147359,FFI_IRI,0,87670,7,2094,2421,95,26,10,0,1,15
47248265,ID,0,730,4,1961,524,77,3,0,0,0,3
1056938,IRI_ID,0,3097,4,1865,49,20,1,0,0,0,1
17359210,FFI,0,186613,7,6484,10407,166,1337,935,1,7,394
17144859,IRI,0,78349,2,3055,612,20,8,3,0,0,5
37285717,HI,1,370,3,2172,214,22,7,6,0,0,1
9990881,ID,0,4488,3,2952,883,116,33,7,1,1,24
94569514,ID,0,7862,2,1423,1333,70,25,3,0,8,14
51803340,ID,0,1287,4,1940,253,6,3,2,0,0,1
2517120,IRI_ID,0,20995,9,3556,11727,2276,161,109,6,2,44
28039,IRI_ID,0,8697,6,5516,1653,73,33,9,0,2,22
66444937,ID,0,271,3,1721,335,13,2,1,0,1,0
83302827,ID,0,3395,5,1569,338,29,6,3,0,0,3
39283837,FFI,0,3271,5,2302,719,110,16,8,0,0,8
206370,IRI_ID,0,136561,8,6002,3214,94,90,43,5,4,38
63109541,IRI_ID,0,26367,6,1730,1216,101,53,6,5,6,36
44920749,IRI_ID,0,28485,4,1047,308,17,9,0,0,0,9
51210673,IRI,0,23768,2,1840,539,37,15,1,0,6,8
790019,FFI_IRI,0,63756,6,4011,9462,520,279,123,15,58,83
5421296,FFI_IRI,0,3596,8,3216,711,95,31,11,0,4,16
18188420,FFI,0,3438,6,2570,512,31,21,4,0,7,10
73781385,IRI,0,107617,4,1688,4898,105,56,5,1,13,37
43936671,HI,1,19811,3,2048,652,97,16,11,0,0,5
126897385,IRI,0,156676,3,1178,923,74,11,3,0,0,8
6135596,ID,0,1056,2,3071,790,40,13,4,0,3,6
2431044,IRI_ID,0,44304,6,3282,2016,40,19,5,4,1,9
105648519,IRI,0,2455,3,766,599,24,3,0,0,0,3
3322086,IRI,0,20745,4,3865,4284,85,147,15,1,1,130
56880047,IRI_ID,0,1620,5,1899,569,45,20,10,0,0,10
16594532,IRI,0,14652,5,2699,10166,228,32,3,0,2,27
11352797,ID,0,7559,2,2905,2575,57,47,8,2,13,24
22138403,IRI,0,15776,2,2078,334,21,4,0,1,0,3
89785877,ID,0,213,2,789,73,10,4,0,0,3,1
69032698,FFI,0,108789,4,892,259,23,1,0,0,0,1
81035045,FFI_IRI_ID,0,19914,6,1596,579,22,4,1,0,1,2
41222913,FFI,0,453,5,1872,152,28,4,1,0,0,3
45202654,HI,1,64553,4,2069,3669,77,126,20,0,46,60
48345674,FFI_IRI,0,119664,10,18808,14128,509,562,346,4,101,111
3701855,IRI,0,1630,7,3344,572,93,28,21,1,1,5
4156651,IRI,0,1931,3,3293,1165,111,25,6,2,0,17
57160728,IRI,0,3343,3,2576,1052,118,51,14,3,18,16
83772716,HI,1,30839,3,1567,427,14,3,0,0,0,3
5238231,IRI,0,321971,10,3037,4303,209,80,17,6,1,56
62728051,FFI,0,177516,5,1836,1782,104,828,4,6,11,807
17147559,ID,0,191,2,2550,127,40,1,0,0,0,1
115817873,FFI,0,289052,5,1295,1161,4,76,20,0,38,18
63753199,FFI,0,9854,2,1776,232,13,1,1,0,0,0
541109,FFI_IRI,0,73848,11,7470,16318,175,654,439,1,7,207
1310572,IRI,0,1943,5,4959,734,62,47,2,1,0,44
2913389,IRI,0,140409,5,4677,4075,64,189,79,0,9,101
3089049,ID,0,24437,3,2882,982,104,3,3,0,0,0
17488986,IRI,0,110982,5,4557,3190,96,288,63,3,9,213
1942140,IRI_ID,0,10337,5,3635,544,140,15,5,0,0,10
812156,ID,0,4125,3,3784,472,40,35,4,0,0,31
11321096,IRI_ID,0,38899,6,2911,6037,196,110,18,4,16,72
56842017,IRI,0,8666,3,1709,416,41,4,0,0,0,4
100974617,IRI,0,698,2,1397,371,83,11,2,0,0,9
60983528,IRI,0,62209,2,1348,302,10,7,0,0,0,7
128897892,HI,1,201021,2,1062,336,5,3,0,0,0,3
49919023,IRI_ID,0,3860,3,1888,355,35,5,2,0,0,3
3193843,IRI,0,41342,4,5341,7925,476,650,17,13,8,612
55873922,ID,0,339,2,1838,288,41,11,0,0,4,7
12063996,IRI,0,71313,8,3373,7917,122,1950,376,4,67,1503
63454075,IRI_ID,0,7860,5,864,86,25,4,0,0,0,4
30224827,IRI_ID,0,32119,4,2346,734,16,8,3,0,0,5
4387220,IRI,0,746,2,3257,544,79,13,5,0,0,8
86634297,IRI_ID,0,2420,3,1447,331,70,1,0,0,0,1
69514018,IRI_ID,0,3776,3,1273,459,31,15,0,0,1,14
213238,IRI,0,8195,2,4320,2856,74,105,5,4,0,96
73131897,HI,1,17310,3,1602,107,11,2,0,0,0,2
921928,IRI_ID,0,41018,4,4462,9832,347,261,78,2,3,178
32035790,ID,0,541,3,1530,91,9,3,0,0,1,2
23961941,IRI,0,23396,9,2467,3084,51,57,25,1,7,24
16146440,IRI_ID,0,124310,7,2715,2968,132,81,14,6,9,52
2361853,IRI_ID,0,90003,7,3578,7748,19,86,25,1,1,59
3910945,IRI,0,35648,8,3420,15437,118,639,202,46,114,277
9719670,IRI,0,20755,2,2986,1757,82,55,5,0,0,50
20293077,FFI_IRI,0,4431,9,2457,218,47,13,2,0,1,10
386126,ID,0,836,3,4184,661,117,6,0,0,1,5
27759161,IRI_ID,0,15977,6,2395,1185,170,51,6,3,4,38
2198510,FFI_IRI,0,44396,8,3508,1814,89,106,52,0,18,36
1600085,HI,1,570,3,5150,299,57,11,1,0,2,8
4025121,IRI,0,35415,7,3361,10222,253,206,24,6,10,166
78230922,HI,1,553,4,1630,387,36,6,4,0,0,2
1601209,IRI,0,2601,2,3681,1610,64,74,11,0,9,54
16940917,IRI,0,65125,7,2675,5993,73,88,23,10,12,43
1745896,IRI,0,2167,2,4399,1085,84,43,25,0,1,17
15880682,ID,0,498,3,2716,430,19,14,1,0,0,13
74977883,HI,1,21541,2,1269,26,8,1,0,0,1,0
2189967,FFI_IRI,0,3626,4,4517,1959,93,51,21,0,18,12
206378,HI,1,25936,3,6922,6367,230,168,76,0,6,86
14521001,FFI_IRI,0,4287,9,12265,2498,72,64,43,0,1,20
4447023,IRI,0,133855,9,5071,18926,124,285,59,14,28,184
5262776,HI,1,1089,2,3548,941,114,14,1,0,1,12
30808587,IRI_ID,0,2095,3,1957,550,33,6,2,0,2,2
2466605,IRI,0,922,5,1856,461,68,10,3,2,3,2
64025759,IRI,0,247551,3,1803,3734,31,108,1,29,5,73
33571868,IRI_ID,0,6769,7,2186,492,38,20,1,4,3,12
100063125,IRI,0,3095,2,1346,150,35,3,0,0,0,3
13441956,IRI,0,1408,4,2652,505,106,17,7,0,2,8
16294920,FFI,0,20514,2,2665,4266,44,169,100,3,19,47
1400125,IRI,0,259,4,3779,117,8,24,0,0,0,24
15167051,IRI_ID,0,22913,7,2734,859,81,23,1,0,1,21
291884,IRI,0,6723,2,4440,2340,78,27,3,0,2,22
17681420,IRI_ID,0,3445,7,1783,1063,36,38,6,6,0,26
23820175,ID,0,807,2,1779,263,36,3,0,1,0,2
37408828,FFI,0,1235,5,2104,194,39,6,2,0,0,4
86211245,IRI,0,4333,4,1443,732,36,8,7,0,0,1
62723181,HI,1,502,4,1816,275,26,6,3,0,1,2
11378642,IRI_ID,0,1261,6,1988,607,41,43,4,5,1,33
7941882,IRI_ID,0,14313,3,3491,2834,169,82,7,0,5,70
90080868,ID,0,16409,3,1184,556,21,12,0,0,0,12
125461170,IRI,0,16383,5,1213,1187,12,25,16,0,2,7
1072845,FFI,0,9078,2,3888,1581,110,42,8,3,6,25
9571473,FFI_IRI,0,1589,7,5063,453,58,21,5,0,1,15
6206373,ID,0,47,3,3082,58,17,4,0,0,0,4
3045648,IRI,0,14096,2,3445,461,18,10,2,0,0,8
5561238,IRI,0,3411,2,3228,1955,214,88,42,0,11,35
9787912,IRI,0,5349,3,4291,2179,75,101,8,0,0,93
76666208,IRI_ID,0,37395,5,1658,4718,122,39,8,0,1,30
82300088,IRI,0,76833,4,1548,2133,39,110,5,0,0,105
70338416,IRI,0,2215,3,614,359,36,2,0,0,0,2
25947175,FFI_IRI,0,40972,18,2404,1481,117,87,21,0,5,61
9730421,ID,0,1841,2,2971,345,23,4,2,0,0,2
8757552,FFI_IRI,0,257000,21,2814,20000,165,1085,711,11,81,282
39015905,ID,0,174,4,2078,124,27,4,0,0,1,3
5562943,ID,0,838,3,3192,339,27,1,0,0,0,1
9107190,ID,0,1329,4,2970,1015,18,24,10,0,6,8
283325,IRI_ID,0,26649,12,5509,3958,132,75,44,1,1,29
28742698,IRI,0,20166,3,2347,729,53,28,4,0,1,23
95121376,IRI,0,10249,3,1349,1064,30,5,0,0,0,5
14096024,IRI_ID,0,4372,3,2733,572,9,1,0,0,1,0
11674840,ID,0,350,3,2726,339,50,8,3,0,2,3
3008757,IRI,0,692,3,1126,78,21,1,0,0,0,1
5430389,IRI,0,4303,2,3111,618,68,15,4,0,0,11
6954048,HI,1,4402,2,3717,1896,241,48,13,1,12,22
976103,HI,1,198,2,3173,250,47,8,6,0,0,2
10120864,FFI_IRI,0,17707,9,3561,1270,66,59,16,0,2,41
54748620,IRI_ID,0,9004,3,1704,193,19,10,4,1,2,3
12726564,ID,0,12151,6,2813,839,30,16,0,0,12,4
49210203,FFI_IRI,0,19184,10,3212,4734,96,132,49,2,7,74
133760300,IRI,0,923,6,1070,266,16,2,1,0,0,1
20171642,FFI_IRI,0,7733,5,2210,2457,81,60,14,4,9,33
55781523,IRI,0,1682,2,1882,761,37,15,3,0,2,10
72056048,IRI,0,1795,3,1830,709,58,18,7,3,4,4
40010630,HI,1,812,3,2015,174,29,6,4,0,0,2
10105419,ID,0,7511,2,2952,521,25,9,0,0,0,9
9454675,FFI_IRI,0,3077041,32,3843,20000,490,2097,1394,11,87,605
39182755,IRI_ID,0,583934,7,5182,20000,149,260,55,4,9,192
14686919,IRI,0,1821,3,1074,211,19,2,0,0,0,2
15318526,HI,1,500,2,2537,624,68,3,0,0,0,3
2594513,ID,0,7712,6,3536,6008,169,87,30,5,5,47
33225130,IRI_ID,0,90702,7,2050,3711,120,57,10,2,5,40
17808949,IRI,0,1155,4,2644,693,56,42,29,0,1,12
109525439,ID,0,7097,2,1202,925,141,68,3,1,0,64
70210509,ID,0,3102,2,1726,300,73,9,0,0,2,7
123316949,IRI,0,496,2,293,106,8,1,1,0,0,0
14731610,IRI,0,2929,3,3043,1448,83,25,2,0,2,21
15368044,HI,1,21665,2,1146,125,9,5,1,0,0,4
2314534,IRI_ID,0,12041,6,3559,4955,41,85,15,6,19,45
20415251,IRI,0,7470,3,2922,2056,254,89,12,0,9,68
98847801,IRI,0,1311,3,1326,365,35,9,1,0,2,6
41743300,IRI_ID,0,8238,5,2092,1379,80,106,14,6,3,83
78033811,HI,1,1341,3,1356,77,9,2,0,0,0,2
18551709,FFI,0,2194,5,2641,686,7,37,22,0,3,12
112638598,IRI,0,56,3,913,53,9,2,1,0,0,1
12902206,IRI,0,8899,3,6823,1551,97,47,9,0,2,36
5410234,IRI,0,52947,9,4719,12127,230,834,587,6,34,207
109272361,FFI,0,37432,4,739,248,17,2,1,0,0,1
109258390,HI,1,773,2,691,430,6,10,9,0,0,1
28478929,IRI_ID,0,18344,5,2379,3003,66,29,4,0,8,17
5485762,HI,1,5273,4,3191,104,19,4,3,0,0,1
83773237,FFI,0,7839,6,1311,313,49,13,3,0,2,8
117119718,FFI_IRI,0,36097,9,2676,3626,17,31,18,0,3,10
89909577,ID,0,2126,4,1463,714,29,9,2,0,0,7
12751570,IRI,0,8186,6,2807,1811,65,54,12,2,26,14
11804441,IRI_ID,0,7292,3,2723,506,75,8,2,0,2,4
131668475,HI,1,141442,4,1102,532,20,8,2,0,2,4
93457875,FFI_IRI,0,4755,7,623,518,21,16,2,0,0,14
23050110,FFI,0,26920,2,2509,4737,60,94,41,9,3,41
29830555,HI,1,2488,3,2176,153,34,6,0,0,0,6
52392286,IRI,0,2042,2,1895,399,29,11,2,0,1,8
258750,IRI,0,125124,9,4369,9256,532,307,44,2,135,126
6668632,IRI,0,14966,3,2600,139,25,14,3,0,1,10
13502197,IRI,0,232,2,2399,203,14,4,3,0,0,1
4477733,IRI,0,1489,2,3055,1006,124,31,7,2,0,22
60745965,HI,1,5941,2,1770,123,11,4,1,0,0,3
8825137,FFI,0,9230,3,3028,895,68,48,22,0,9,17
5150693,IRI,0,7531,5,3054,3507,119,40,26,0,5,9
75027176,IRI_ID,0,2899,3,1539,991,68,50,2,0,4,44
107857950,IRI,0,20294,4,1265,628,11,8,1,0,0,7
47931290,IRI,0,8354,4,1748,264,38,6,0,0,3,3
3291848,FFI,0,62899,2,3441,3137,201,113,9,4,29,71
622911,HI,1,1020,2,3984,945,131,16,1,0,2,13
132975485,HI,1,77907,2,1122,808,8,12,4,0,0,8
102995863,ID,0,208,4,1359,196,22,2,0,0,0,2
2586317,ID,0,12008,3,3546,5056,1103,4,2,0,0,2
38363621,HI,1,1742,3,1735,427,24,11,2,0,2,7
8247784,IRI,0,1229,4,2986,295,66,15,6,0,1,8
250052,IRI_ID,0,7992,5,3892,3155,75,52,2,0,2,48
14021219,HI,1,440,6,1277,98,26,6,1,0,0,5
6909307,IRI,0,479,3,4539,444,51,11,0,0,0,11
13804937,IRI_ID,0,1878,3,2623,642,44,2,0,0,0,2
89912,IRI,0,2095,3,2991,275,31,18,16,0,0,2
13745124,IRI,0,3655,2,2846,471,27,42,8,0,0,34
662115,IRI_ID,0,3302,5,3918,521,49,11,0,0,4,7
5207280,FFI_IRI,0,31966,13,4227,6469,245,422,245,3,35,139
56218983,FFI_IRI,0,297054,5,1882,1762,16,23,6,0,3,14
49213884,IRI_ID,0,93587,5,2800,4763,158,165,50,6,1,108
2500559,IRI_ID,0,27764,6,3547,2213,195,63,12,4,2,45
60457385,IRI_ID,0,22027,3,495,267,5,11,1,2,0,8
6111297,FFI_IRI,0,86175,15,3183,2852,50,48,38,0,0,10
64103823,IRI,0,342,5,1759,185,16,4,0,0,0,4
50896111,IRI_ID,0,202551,6,1969,1948,121,12,2,0,0,10
16323162,FFI,0,65384,5,2449,1437,99,59,3,4,10,42
14579179,IRI,0,104485,3,2766,3809,51,37,17,0,2,18
5050525,FFI_IRI,0,54530,10,7496,11738,197,942,287,7,7,641
48782360,IRI,0,5873,2,1606,135,13,2,1,0,1,0
41260052,HI,1,1270,4,3089,452,20,30,1,0,0,29
30380929,IRI,0,588,5,2141,400,31,12,6,0,1,5
83269095,ID,0,1389,2,970,93,10,1,1,0,0,0
61886109,IRI_ID,0,441269,5,1833,5459,1135,104,11,0,3,90
32345677,IRI_ID,0,3712,6,2932,90,6,5,1,0,1,3
33655518,FFI_ID,0,7282,4,5838,2038,119,53,26,1,8,18
18373337,ID,0,1954,3,1429,84,15,2,0,0,0,2
83266972,ID,0,2450,3,1573,695,17,10,0,0,8,2
128709569,IRI,0,920,2,1106,88,20,3,1,0,0,2
58774373,HI,1,18332,3,1840,551,32,16,8,0,2,6
41428987,HI,1,903,3,2014,100,20,1,0,0,0,1
93163073,IRI,0,84095,9,2099,12679,169,177,23,3,17,134
2623406,FFI_IRI,0,10536,8,4432,2280,67,84,61,0,0,23
44108,HI,1,4429,7,4690,1124,44,12,6,0,0,6
20037550,IRI,0,3749,2,6629,2608,205,33,17,0,1,15
15667250,FFI_IRI,0,23814,6,3341,1671,101,62,21,0,7,34
44011650,IRI_ID,0,755,6,1880,246,24,3,2,0,0,1
68017978,FFI_IRI,0,513568,10,3376,20000,60,98,77,1,0,20
299333,HI,1,7483,2,4303,640,23,20,7,0,3,10
30896610,ID,0,140,2,1970,88,7,3,0,0,0,3
13450509,ID,0,3523,3,2021,760,20,4,1,0,0,3
34381195,ID,0,4957,2,2259,484,21,11,0,5,0,6
8615848,ID,0,2533,2,1717,894,65,8,5,0,1,2
31038096,IRI_ID,0,512,8,2182,239,22,13,0,0,0,13
10458768,FFI_IRI,0,81252,18,2914,378,44,8,2,0,0,6
15606716,IRI,0,661,3,1553,159,10,2,2,0,0,0
108829057,FFI,0,2638,5,1006,386,44,17,0,0,5,12
2183338,IRI_ID,0,13077,9,3934,581,34,18,1,0,1,16
85847327,IRI,0,375040,2,1552,343,17,3,0,0,0,3
58881448,FFI,0,87314,3,1870,950,18,34,17,0,9,8
8779606,IRI,0,34928,2,3950,3367,325,89,20,2,10,57
5629366,IRI,0,723,2,3201,625,65,8,2,0,3,3
117646,IRI_ID,0,15930,6,4431,7748,429,175,27,25,25,98
5635061,HI,1,54,2,3218,57,13,4,0,0,0,4
2742985,IRI,0,2019,2,5091,1281,28,12,3,3,2,4
21365581,IRI_ID,0,34340,8,2562,8432,275,633,136,25,41,431
7942013,IRI_ID,0,2025,4,2913,221,41,1,0,0,0,1
85765458,IRI,0,555,3,1585,244,31,5,1,0,1,3
10733929,IRI_ID,0,287,3,2840,276,48,4,0,0,4,0
51506618,FFI_IRI,0,32024,9,1958,676,67,188,57,0,0,131
105929410,FFI,0,5590,2,1042,438,52,3,0,0,0,3
11802259,FFI_IRI,0,501366,34,4931,14754,52,362,207,1,34,120
35454323,IRI_ID,0,3376,3,2123,616,34,11,0,0,2,9
33273837,FFI,0,56357,5,2277,2052,5,9,9,0,0,0
3037907,FFI,0,20896,3,3478,1929,76,53,10,0,0,43
59925747,FFI,0,8322,6,1498,1314,28,43,12,6,6,19
78471512,IRI_ID,0,728,8,780,377,10,15,2,1,2,10
17170044,IRI,0,1196,3,2793,282,103,10,4,0,0,6
49091766,ID,0,1825,3,1914,329,59,3,0,0,1,2
57886296,IRI_ID,0,19790,4,1867,1290,29,12,3,0,3,6
1986474,ID,0,10960,3,3652,705,66,29,3,0,0,26
89419368,IRI_ID,0,6964,7,1526,2323,94,43,10,0,15,18
52832181,IRI,0,45109,4,1887,109,8,2,0,0,0,2
63989593,IRI,0,211,2,1511,47,7,3,0,0,0,3
19160697,ID,0,503,3,2419,188,68,8,1,0,0,7
552926,IRI_ID,0,11649,4,4099,737,127,8,0,0,0,8
5210288,ID,0,1548,2,3138,498,36,22,14,0,2,6
104152764,FFI_IRI_ID,0,26914,6,1375,4373,79,73,23,1,17,32
12612360,ID,0,8673,3,2538,559,60,9,0,1,0,8
66257173,IRI,0,7108,3,1732,1017,41,12,0,0,0,12
48370770,IRI_ID,0,8954,4,1459,184,42,4,0,0,0,4
11615523,HI,1,2216,3,2529,543,46,23,12,0,6,5
67161891,ID,0,58,2,944,37,5,3,3,0,0,0
7748227,IRI,0,13343,3,3011,400,28,5,1,0,0,4
2088982,IRI,0,551,2,3508,546,49,8,1,0,5,2
12448510,IRI,0,765,2,3320,594,56,28,18,0,5,5
28998101,ID,0,556,2,2279,115,22,3,1,0,0,2
27392543,FFI_IRI,0,129127,10,2704,5779,210,237,40,17,38,142
46591278,IRI_ID,0,46068,4,1737,1100,73,30,1,0,0,29
96577,IRI,0,1856,2,4428,411,45,3,1,0,0,2
19227725,IRI,0,1711,3,7974,992,72,18,5,0,1,12
11601889,IRI,0,18057,2,3346,767,39,9,2,0,1,6
106088097,IRI_ID,0,101670,5,1184,565,24,5,2,0,0,3
3161336,FFI_IRI,0,8237,8,3453,1308,96,18,6,0,0,12
22974255,IRI_ID,0,1274,4,2334,264,21,2,0,0,0,2
120080377,IRI,0,30406,6,4815,9346,133,101,51,1,4,45
7448148,IRI,0,5882,4,3076,889,63,9,1,0,1,7
1530210,FFI,0,2668,2,3158,1707,57,42,14,1,1,26
45406338,IRI,0,423,3,2016,392,59,7,0,0,0,7
589189,FFI,0,1191,2,4081,294,52,6,2,0,1,3
100723033,IRI,0,8411,2,1312,262,18,3,0,0,0,3
59370571,IRI_ID,0,124830,8,1864,3218,235,105,11,0,1,93
128782492,HI,1,2130,4,979,273,26,5,3,1,1,0
32347104,FFI,0,333,3,1893,62,5,3,1,0,0,2
22697833,FFI_IRI,0,515,5,1926,184,17,4,0,0,1,3
1680336,IRI_ID,0,6744,3,3213,2091,569,14,6,3,0,5
33055929,FFI_IRI,0,9262,6,3468,3230,32,128,66,0,2,60
18887187,FFI_IRI,0,1959,4,3783,1642,64,53,34,0,4,15
34392144,FFI,0,26424,4,2177,884,74,47,2,1,0,44
37447028,IRI,0,2574,4,2205,523,35,12,0,0,10,2
24642075,HI,1,1307,3,2284,738,92,29,1,0,5,23
77599673,IRI,0,15157,4,1618,2699,191,51,11,0,0,40
598343,IRI_ID,0,16855,6,4111,3158,67,39,8,2,2,27
6417181,IRI,0,28962,4,3133,1761,35,132,26,3,14,89
119001901,IRI_ID,0,327,3,1176,502,12,4,3,0,0,1
109304789,HI,1,7417,3,1286,204,17,1,0,0,0,1
20728281,FFI_IRI,0,105893,5,6101,6054,377,172,95,1,16,60
9670198,IRI,0,11484,7,3922,1774,56,62,44,1,1,16
70848287,ID,0,5864,3,1712,1149,51,30,3,1,0,26
112730541,IRI,0,44419,4,1249,125,14,4,0,2,0,2
12570984,IRI_ID,0,12373,4,2845,2981,243,50,1,5,3,41
17902507,IRI,0,1270,2,2071,232,7,7,4,0,0,3
103175,IRI,0,364,2,4205,328,35,9,2,0,5,2
101243856,FFI,0,6661,6,1399,268,12,15,9,0,0,6
91508323,IRI_ID,0,2333,3,1158,18,1,2,0,1,0,1
128416969,IRI,0,2804,2,1164,2282,51,88,12,0,4,72
12330872,FFI_IRI,0,174100,19,3574,20000,769,1483,809,7,276,391
46604802,IRI,0,214888,2,1985,480,14,12,2,0,3,7
1353927,FFI_IRI,0,19517,6,6199,5663,139,104,78,0,4,22
3939786,ID,0,24,3,2037,41,12,3,2,0,0,1
2334724,IRI,0,5237,2,2716,445,39,7,4,0,0,3
9426192,IRI_ID,0,19273,5,2990,1025,42,31,7,0,2,22
3894929,HI,1,19367,2,5341,765,68,60,2,0,3,55
5834095,ID,0,1159,5,3092,419,64,3,0,0,0,3
3250434,IRI,0,21326,2,5215,1077,84,33,8,1,0,24
94120285,IRI_ID,0,4434,8,1566,1240,74,45,0,0,2,43
15994863,IRI_ID,0,25986,4,2382,2355,42,63,24,0,5,34
5819063,IRI,0,650,2,3207,510,68,11,7,0,1,3
11683141,IRI,0,715,4,2694,330,24,5,0,0,0,5
1303056,IRI,0,1119,3,3768,676,107,34,19,0,0,15
54615819,IRI,0,812,4,1870,773,27,3,1,0,1,1
62919644,HI,1,396,3,1801,240,44,25,1,0,2,22
269333,IRI_ID,0,5974,6,1440,709,22,20,7,0,3,10
13203894,IRI,0,138470,3,2680,4777,32,178,92,16,10,60
24182261,FFI_IRI,0,28018,7,2408,1894,25,82,40,0,0,42
