repo_id,apity,apity_num,pj_size,lg_num,age,cmmt_num,dev_num,se_num,se_rem_num,se_iibc_num,se_pd_num,se_other
22757905,HI,1,537,3,2335,345,31,5,0,0,0,5
96170782,IRI,0,443,2,1363,140,5,2,2,0,0,0
12332444,IRI,0,5806,2,2843,701,148,17,6,1,2,8
3489194,IRI,0,12699,3,3361,8204,154,415,17,1,5,392
5773100,ID,0,7326,3,2958,1536,53,41,12,2,1,26
19173633,IRI,0,1142,2,2461,525,7,6,1,0,1,4
49648180,ID,0,808,2,1881,321,53,11,0,1,0,10
112133243,IRI,0,14091,2,882,45,3,1,0,0,0,1
15749269,IRI,0,107753,3,4089,1227,181,79,12,2,1,64
25253178,ID,0,12011,2,2096,311,40,8,3,0,0,5
103733273,IRI,0,1212,3,668,254,11,8,4,0,4,0
14128006,IRI,0,2104,3,2787,925,98,39,9,0,7,23
128014656,IRI_ID,0,469296,4,2432,3440,365,16,1,0,1,14
488514,FFI,0,226892,2,4329,11835,816,581,79,9,63,430
50824485,FFI,0,224961,5,4267,8728,45,456,273,1,10,172
89116094,IRI_ID,0,3034,4,1399,358,168,4,0,0,0,4
4946406,IRI_ID,0,4774,6,3272,1273,196,22,7,0,1,14
2345629,HI,1,9007,3,3154,1709,55,94,50,1,3,40
25216588,FFI_IRI,0,12948,5,2439,127,7,5,5,0,0,0
7413451,IRI,0,21999,4,3019,4544,260,113,12,0,3,98
65949398,IRI,0,1623,8,1667,574,73,20,3,1,5,11
849692,HI,1,6612,5,3970,705,112,28,2,0,4,22
19158009,ID,0,378075,3,2129,909,69,16,2,0,0,14
41296876,IRI,0,4954,3,2133,998,8,15,3,0,0,12
52897468,ID,0,1248,3,1718,143,27,2,0,0,0,2
7921466,IRI,0,215164,2,3312,3906,185,175,44,0,2,129
142146,ID,0,3279,3,4455,443,65,28,3,0,1,24
3421292,IRI,0,117,3,2855,236,52,9,1,0,0,8
6602323,IRI_ID,0,4680,3,3150,229,30,7,0,0,4,3
3758878,IRI_ID,0,15361,6,3316,2825,337,100,20,0,11,69
60491949,IRI_ID,0,9144,5,1851,2030,18,1,0,0,0,1
58595223,IRI_ID,0,14938,6,1435,1972,31,45,8,0,3,34
1345495,ID,0,4640,5,3779,585,32,8,0,0,0,8
8277372,IRI,0,17861,10,3057,5899,850,232,64,1,8,159
45271904,HI,1,724,4,2062,145,45,1,0,0,0,1
17381605,FFI,0,2707,3,3720,296,42,36,7,0,0,29
56398352,IRI,0,2498,2,1902,1355,137,8,1,0,3,4
4975026,HI,1,1931,4,3066,774,82,29,14,0,1,14
2721761,ID,0,338,2,3522,230,33,21,4,0,0,17
12499274,ID,0,699,4,1978,383,58,10,3,1,2,4
2341302,FFI_IRI,0,50450,13,3684,8063,239,298,73,23,27,175
76991633,HI,1,3685,2,1646,1698,218,41,2,0,1,38
64670477,ID,0,18263,4,2441,1006,46,13,0,0,0,13
8121707,FFI_ID,0,46322,4,4330,1313,33,42,3,0,0,39
1239398,ID,0,219,2,3484,163,17,5,0,0,0,5
69185236,ID,0,14889,2,1602,271,47,10,1,0,2,7
456237,IRI_ID,0,27847,6,2712,1404,46,32,10,1,0,21
86981224,ID,0,1867,4,1545,477,67,13,1,0,0,12
40167453,HI,1,1655,5,1926,918,50,58,16,12,0,30
38405292,ID,0,1030,2,1772,101,19,2,0,0,0,2
6667084,FFI,0,17136,11,3154,6098,252,343,155,0,15,173
27483832,FFI,0,40066,3,2875,1071,77,53,10,0,2,41
385065,FFI,0,23706,4,4845,1623,16,65,50,0,0,15
24700171,ID,0,5351,4,1149,377,68,7,1,3,1,2
36810120,FFI_IRI,0,1417,5,2210,1060,74,28,12,0,0,16
961036,FFI_IRI,0,184605,5,5114,10887,620,375,84,14,25,252
15267377,IRI_ID,0,6568,4,2641,768,66,24,0,0,6,18
323788,IRI,0,3487,4,3567,1286,129,45,5,0,11,29
622127,FFI_IRI,0,426352,13,4085,8969,198,310,151,3,16,140
80294918,ID,0,3366,2,1549,613,32,11,7,0,0,4
5298790,FFI_IRI,0,133096,13,2277,20000,600,668,414,6,9,239
22424133,IRI_ID,0,6821,6,2413,404,43,9,1,0,0,8
43492618,HI,1,2171,3,2080,461,32,14,3,0,0,11
19114225,IRI,0,21655,4,4269,2826,77,229,58,3,9,159
11391151,IRI_ID,0,43388,10,3000,2608,145,48,6,2,5,35
44781140,FFI_IRI,0,586588,30,4693,20000,548,1834,712,32,150,940
286066,IRI,0,21722,3,4315,11566,674,194,12,2,77,103
34887588,IRI_ID,0,1427,5,2143,674,79,17,0,0,1,16
12204147,IRI_ID,0,126200,8,2304,20000,395,889,66,16,96,711
22255647,IRI,0,573,4,2357,310,36,4,0,0,0,4
1590408,ID,0,2003,2,3719,1875,50,40,3,0,8,29
2302803,IRI_ID,0,8978,6,3422,1299,76,22,2,0,5,15
74261168,IRI,0,8557,5,1655,68,7,1,1,0,0,0
34196200,IRI,0,1361,2,2084,824,33,29,5,1,0,23
6755841,IRI_ID,0,58949,5,2326,1296,56,24,3,0,15,6
79821807,IRI,0,42454,4,1527,1300,99,16,5,0,1,10
1320594,FFI_IRI,0,73764,6,5249,3037,103,137,43,2,5,87
32981784,ID,0,3078,2,2118,367,96,6,1,0,1,4
38617,FFI_IRI,0,41030,11,4586,795,21,63,6,0,48,9
5311424,IRI_ID,0,13610,5,3155,1350,94,26,0,0,0,26
86202845,FFI_IRI_ID,0,6917,6,1316,730,113,77,9,1,3,64
946945,IRI,0,6719,3,3843,820,85,18,5,0,2,11
37784277,FFI_IRI,0,345,4,1370,31,14,1,0,0,0,1
96287699,IRI,0,41097,2,1433,1660,28,3,3,0,0,0
59217397,HI,1,6639,3,1670,129,27,2,0,0,0,2
27860738,IRI,0,829,6,2385,982,40,15,12,0,0,3
7137821,IRI,0,3358,3,3105,2382,475,81,38,0,6,37
50629145,IRI,0,2942,2,1957,529,91,25,10,6,2,7
3386088,IRI,0,36125,13,6685,10394,409,307,151,8,57,91
2787839,IRI,0,1829,5,3575,803,30,14,7,0,0,7
53330030,FFI_IRI,0,24599,5,2805,758,61,49,17,3,0,29
50842053,FFI,0,25350,2,1523,1318,2,20,14,0,5,1
63625434,IRI,0,4724,4,1807,664,94,42,3,4,13,22
31791482,FFI_ID,0,163292,14,2302,526,125,8,2,0,0,6
29526608,IRI,0,617,4,2227,667,52,4,3,0,0,1
3665576,IRI_ID,0,16171,5,3394,3331,105,22,5,0,6,11
62095504,FFI_IRI,0,2067,4,1689,697,70,7,2,0,2,3
5954,IRI_ID,0,50211,3,5237,7853,362,307,168,7,7,125
3674459,IRI_ID,0,1594,5,2936,765,52,23,3,0,0,20
1881749,IRI_ID,0,13696,5,3514,1579,62,5,2,0,0,3
504220,IRI_ID,0,11117,3,3348,1281,94,19,8,0,1,10
29829603,FFI,0,12005,7,1901,201,19,3,1,0,0,2
64699494,ID,0,1169,3,1765,184,110,3,1,0,0,2
4053456,IRI,0,163,2,2929,205,44,1,0,0,0,1
4565995,IRI,0,11648,2,5126,4233,134,221,37,3,135,46
27358084,FFI_IRI,0,138148,7,2401,4178,121,294,120,3,19,152
2037608,IRI_ID,0,13798,3,3749,3128,56,126,19,0,2,105
47010479,IRI_ID,0,977,4,1243,210,24,1,0,0,0,1
7923123,IRI,0,1525,2,2966,339,64,5,0,0,1,4
102555965,FFI,0,25820,5,889,2989,159,33,8,1,0,24
8485124,IRI,0,331072,4,2902,690,12,4,0,0,2,2
66830040,IRI_ID,0,8742,5,1879,2341,68,9,3,0,0,6
26318730,ID,0,4587,2,2196,414,58,11,0,0,2,9
51344082,IRI_ID,0,22337,6,2676,7130,185,144,41,3,21,79
55608993,FFI_IRI,0,27294,9,1810,392,20,19,17,0,2,0
3544490,IRI,0,13468,2,3417,1964,285,114,9,0,12,93
9076111,IRI,0,3944,2,2849,1495,183,55,19,0,3,33
99183902,IRI,0,1406,2,1069,313,37,5,1,0,0,4
5934517,IRI,0,5542,3,3073,2154,222,94,57,0,5,32
10637255,HI,1,3851,2,2854,153,42,4,4,0,0,0
42321571,IRI,0,1181,3,1350,700,67,7,0,0,1,6
17179843,IRI_ID,0,506,3,2333,122,14,2,0,0,0,2
2014929,FFI_IRI,0,76158,5,4330,12768,615,273,114,11,37,111
39150065,ID,0,9243,3,2167,575,43,11,3,0,2,6
53949203,IRI_ID,0,8170,4,1595,1166,83,23,1,0,4,18
22942790,ID,0,3086,5,2536,1794,101,35,23,0,3,9
4872945,ID,0,4562,4,3193,698,76,14,0,0,0,14
541456,IRI,0,567,3,3987,371,94,12,2,0,0,10
68956484,ID,0,970,4,1646,107,30,4,0,0,0,4
2624521,IRI,0,514683,5,4227,4626,96,166,27,1,4,134
42798033,FFI_IRI,0,5148685,31,2100,20000,193,518,316,6,31,165
19051806,FFI_IRI,0,37715,7,2624,19981,229,467,80,11,194,182
65090756,ID,0,409,9,1612,220,33,1,0,0,0,1
63091815,IRI,0,55140,2,1733,756,71,14,3,0,4,7
105412971,ID,0,1460,3,739,494,39,11,2,0,2,7
81275248,IRI,0,108865,2,762,333,16,3,0,0,0,3
14106955,IRI_ID,0,53746,3,1034,175,4,2,0,0,0,2
2003404,ID,0,463,3,3631,500,126,16,2,0,3,11
95155133,IRI_ID,0,1226,3,1416,174,20,1,0,0,0,1
16662094,HI,1,869,2,2681,411,62,14,7,0,2,5
37616442,HI,1,7245,4,2179,408,47,8,0,0,0,8
70539263,IRI,0,11269,4,1543,532,24,5,2,0,2,1
23613565,IRI_ID,0,95682,5,1685,318,28,5,1,0,0,4
114520717,FFI,0,8129,3,1339,627,12,53,31,0,1,21
18371175,ID,0,8547,2,2640,150,17,5,1,0,1,3
2669200,IRI,0,3284,3,3399,582,40,5,1,0,1,3
9037631,IRI_ID,0,22037,4,2915,2241,95,86,27,2,10,47
692528,IRI_ID,0,49652,4,4008,5248,354,97,19,12,21,45
19748680,IRI,0,5695,4,2463,484,94,8,5,0,0,3
203666,IRI,0,21582,2,4426,12321,987,332,31,1,39,261
127727728,IRI,0,3079,2,1155,411,29,6,4,0,1,1
24898177,IRI,0,57049,4,2449,2103,162,65,11,2,16,36
72875399,IRI,0,1149,3,1676,621,40,13,3,1,3,6
20035587,FFI,0,10671,3,4113,2149,74,34,13,0,0,21
886774,FFI_IRI,0,166299,13,3913,15500,249,629,89,3,59,478
9056142,FFI,0,80585,3,2046,2494,28,50,32,0,3,15
5291075,IRI_ID,0,535412,3,3238,740,31,2,1,0,0,1
55723051,IRI,0,13012,3,1823,987,80,18,0,5,0,13
10932532,IRI,0,2874,3,2928,1654,74,33,10,1,9,13
10091574,IRI,0,3296,3,3133,406,40,10,0,0,0,10
2687166,IRI,0,2480,3,4538,1640,227,32,5,1,0,26
46873579,IRI,0,4065,3,2017,1109,83,56,10,0,13,33
15290592,IRI_ID,0,4350,5,2727,1483,89,13,2,0,2,9
88664721,FFI_IRI,0,17236,11,2559,1998,465,47,1,2,9,35
7365136,FFI_IRI,0,6034,4,5842,2205,174,66,45,0,3,18
26127968,FFI_IRI,0,86259,5,2408,1448,72,58,53,0,3,2
114102,FFI,0,2285,3,4380,638,41,34,24,0,0,10
11939484,FFI_IRI,0,49779,4,2885,8400,261,703,78,4,562,59
43208710,IRI,0,2368,4,1940,715,86,19,6,0,5,8
96454557,IRI,0,1934,3,1441,890,98,15,4,0,1,10
18800032,IRI_ID,0,1528,4,2631,563,61,4,0,0,1,3
7050,IRI,0,44015,2,4805,3041,199,85,23,0,8,54
74386167,IRI,0,50873,2,2002,8583,279,436,79,1,9,347
34039690,FFI_IRI,0,195357,9,6517,18593,457,621,198,3,33,387
21290287,IRI,0,14392,8,2420,1660,165,132,9,2,20,101
86640546,HI,1,25695,3,1369,305,67,6,0,0,2,4
100562563,ID,0,119867,5,1405,672,23,8,3,0,0,5
124708624,IRI,0,3109,2,870,412,21,4,0,0,1,3
32005403,ID,0,29605,3,1631,183,12,1,1,0,0,0
4117355,IRI_ID,0,3397,4,3329,1179,132,23,4,0,0,19
21301381,HI,1,2568,4,2562,1788,138,24,3,0,2,19
96071,IRI_ID,0,4397,4,5222,2903,518,116,89,0,3,24
1638524,FFI_IRI,0,27292,10,4463,2636,28,27,14,0,0,13
8635901,IRI,0,3881,4,2735,1336,127,33,22,0,1,10
4780572,IRI_ID,0,11434,4,2969,1425,124,31,11,0,8,12
30039066,HI,1,2311,3,2101,1239,98,21,4,0,9,8
95533278,ID,0,2048,3,1290,435,54,10,0,1,0,9
4890177,IRI,0,328479,6,3280,7503,117,60,21,0,5,34
12849977,FFI,0,20461,4,4359,757,68,76,18,0,1,57
6701057,IRI,0,6185,3,3070,832,103,98,4,1,8,85
63937742,ID,0,16940,2,1785,553,44,16,0,0,1,15
6768710,IRI_ID,0,74061,6,5481,16919,12,1202,61,1,103,1037
8663885,IRI_ID,0,218936,5,2994,1150,108,13,0,0,1,12
9322866,FFI,0,2267,4,3049,514,33,7,3,0,0,4
816197,ID,0,24228,6,3906,2792,324,201,15,2,6,178
54800346,FFI_IRI_ID,0,36999,6,1922,1779,95,85,10,0,1,74
30016822,IRI,0,141,2,2296,161,39,18,0,0,0,18
67793333,FFI,0,113651,7,1834,4196,249,174,55,0,48,71
8180677,IRI,0,3100,5,4719,1630,71,91,48,0,21,22
43192623,IRI_ID,0,8580,8,2105,3591,352,124,27,0,25,72
2520429,ID,0,6627,3,3532,635,91,10,0,0,0,10
5857265,IRI_ID,0,3649,5,3152,407,36,14,0,0,0,14
9769041,FFI_IRI,0,866823,8,2487,540,38,13,2,0,1,10
4665416,IRI_ID,0,80437,7,2517,20000,271,489,148,9,81,251
10910,HI,1,2598,2,5583,1531,125,75,9,2,4,60
677602,IRI,0,14828,3,4054,1715,136,42,8,1,2,31
1049088,FFI_IRI,0,68258,17,4387,9525,217,494,169,2,3,320
38744670,FFI,0,5896,4,2298,1921,132,209,38,4,13,154
31315021,IRI_ID,0,32407,7,2384,8237,149,378,73,3,224,78
35078207,ID,0,295094,3,2246,540,31,8,0,0,0,8
16381571,FFI_IRI,0,11294,4,2703,610,52,18,0,0,1,17
79083614,FFI,0,6047,2,1632,4120,145,120,46,1,7,66
96581737,IRI,0,563,2,1404,58,16,1,0,0,0,1
1095380,IRI_ID,0,39944,4,4236,6785,210,111,18,1,19,73
92946971,HI,1,1910,2,1490,847,114,30,9,0,1,20
76504246,IRI_ID,0,21457,3,2344,3352,379,284,60,15,41,168
76692542,ID,0,21196,6,1655,2849,124,79,31,1,4,43
12537898,IRI,0,549,6,2708,254,12,2,1,0,0,1
32841259,HI,1,1079,3,1563,1011,60,23,2,0,1,20
43459513,ID,0,12365,2,2017,1019,68,35,2,0,4,29
125275487,FFI,0,65035,4,1204,2168,233,67,2,0,6,59
116875602,ID,0,64,2,717,60,11,1,0,0,1,0
98932536,IRI_ID,0,13509,6,857,251,20,6,0,0,3,3
298375,ID,0,1313,2,3350,78,27,2,1,0,0,1
519390,ID,0,19259,2,639,217,9,3,0,0,0,3
27561102,FFI_IRI,0,176639,6,236,20000,7,6,0,4,0,2
15259244,IRI_ID,0,91513,7,2917,15316,253,311,79,1,107,124
7372528,FFI_IRI,0,65519,16,6741,20000,317,513,180,0,19,314
36997653,HI,1,8382,3,2163,825,104,24,4,0,4,16
2692921,IRI_ID,0,84227,6,3433,607,22,27,3,0,0,24
52193726,IRI,0,11405,3,1932,1666,127,56,5,7,1,43
105677687,IRI_ID,0,17407,5,1363,606,26,34,9,0,5,20
10164495,IRI_ID,0,3199,5,2359,72,14,1,0,0,0,1
17378009,IRI,0,15599,5,5044,10399,434,463,103,1,28,331
57147372,IRI_ID,0,2956,4,2067,767,80,14,0,0,1,13
13429048,IRI_ID,0,3987,3,1153,997,94,80,4,1,1,74
23338323,HI,1,3299,3,2846,1540,39,48,24,0,3,21
1646466,IRI,0,3233,4,4128,2033,88,36,11,1,5,19
28710753,FFI_IRI,0,59842,11,5091,17753,698,393,154,3,3,233
22392639,ID,0,72830,2,2521,1459,45,41,8,0,2,31
779570,IRI_ID,0,4744,6,3908,1638,81,134,30,46,33,25
48198706,IRI,0,9209,2,1779,596,45,6,0,0,0,6
23389271,IRI_ID,0,159791,5,2483,689,30,8,2,0,0,6
51547791,HI,1,519,3,1966,421,83,36,3,1,1,31
67134009,IRI,0,11808,4,1692,780,70,18,3,0,2,13
1252864,IRI,0,289,5,3823,289,37,5,2,0,0,3
7616158,IRI,0,3336,2,3320,896,63,42,11,0,2,29
3069402,IRI_ID,0,3502,4,3404,627,34,7,3,0,0,4
53416555,IRI_ID,0,83774,5,1902,789,111,41,0,0,0,41
21340422,IRI_ID,0,12566,5,2549,896,158,29,3,1,2,23
599695,IRI_ID,0,38286,3,4086,3530,163,30,12,1,1,16
16577072,HI,1,236834,2,2701,3385,473,45,5,0,4,36
47475908,ID,0,485,2,2007,331,46,4,3,0,0,1
84720080,IRI,0,241,2,1419,97,23,5,2,0,0,3
48388286,IRI,0,432,5,6051,407,50,15,4,0,1,10
69534574,IRI,0,3109,3,1546,66,11,4,1,0,0,3
4141925,IRI,0,938,2,3004,533,77,42,23,0,8,11
60991082,IRI,0,32444,4,1632,208,7,7,5,0,1,1
11759482,HI,1,112,2,2773,146,31,2,1,0,0,1
1464380,IRI,0,8562,5,3664,4508,209,103,48,1,9,45
2928534,FFI_IRI,0,19081,7,4974,1243,60,28,18,0,1,9
8946089,IRI,0,4572,3,2970,1981,91,26,17,0,0,9
8336642,ID,0,1613,3,3047,284,54,3,1,0,2,0
1924847,IRI,0,1877,4,3661,2341,639,27,4,0,0,23
24418436,ID,0,2882,2,2421,111,19,3,2,0,0,1
359371,HI,1,2533,2,4241,1334,94,19,3,2,0,14
72070681,FFI_IRI,0,16462,8,1663,4630,60,89,44,0,3,42
51392574,IRI,0,4804,7,2152,2142,102,64,14,0,15,35
28986292,IRI,0,7965,2,3293,2756,73,129,47,1,39,42
250144,IRI_ID,0,7230,4,4253,1587,63,9,4,0,1,4
43225113,IRI,0,9438,4,2098,921,53,35,4,0,2,29
44045057,ID,0,4045,2,2055,455,108,13,0,0,0,13
119497246,IRI,0,32148,3,1043,383,17,1,0,0,0,1
4224042,IRI,0,69185,13,5758,12250,253,470,106,7,42,315
125116575,IRI_ID,0,176674,6,1199,1050,40,15,0,1,3,11
1973790,IRI_ID,0,4553,3,3532,346,40,22,2,0,3,17
96896313,IRI,0,10128,3,1348,541,24,26,9,0,0,17
40759452,IRI,0,22830,4,2099,1893,34,11,1,0,2,8
16309,FFI_IRI,0,18251,10,6468,6531,203,147,84,0,11,52
1864049,FFI_IRI,0,70631,10,4535,2506,87,182,39,0,3,140
36670205,IRI,0,87861,4,1866,1184,73,22,3,0,10,9
63557,IRI,0,477,2,4608,171,18,6,1,0,0,5
13973343,IRI_ID,0,24346,7,2659,848,40,32,4,0,2,26
10289758,FFI_IRI,0,47514,5,3976,4271,22,239,171,5,7,56
27209132,IRI_ID,0,561,3,1465,232,14,1,0,0,0,1
12821113,IRI_ID,0,2000,3,2826,354,25,6,0,0,0,6
33943153,ID,0,25848,2,2296,2098,99,51,14,0,2,35
20849484,HI,1,19849,2,2561,579,72,4,0,0,0,4
310296,IRI,0,1793,5,5271,1165,52,15,13,0,1,1
36831874,FFI,0,638731,5,2217,667,58,54,18,0,0,36
7370241,FFI_IRI,0,103705,9,2389,20000,339,1107,531,128,254,194
3250271,IRI,0,1231,5,3549,646,56,12,0,0,4,8
94779471,IRI,0,8241,4,1489,767,119,63,3,0,10,50
2556901,IRI_ID,0,404,4,3261,207,40,4,0,0,0,4
236537,FFI_IRI,0,14790,6,4374,1315,32,24,10,0,0,14
1206729,HI,1,4177,3,3774,2702,54,43,5,0,1,37
29881215,ID,0,658,2,2283,576,68,11,8,0,0,3
2207789,IRI,0,4772,3,1632,1474,97,25,12,0,0,13
1334821,FFI_IRI,0,23045,7,3283,5257,283,69,22,1,8,38
812328,IRI,0,185,2,3874,161,45,4,1,0,0,3
15460666,FFI_IRI,0,58019,10,2235,20000,177,622,281,4,58,279
2233185,IRI,0,2144,4,3466,755,61,44,5,7,2,30
69470049,ID,0,11503,3,1194,112,23,1,0,0,0,1
4228314,FFI_IRI,0,157710,21,5726,20000,349,807,532,1,22,252
27653666,HI,1,603,2,1384,141,22,5,3,0,0,2
7765403,IRI,0,6046,9,2868,1179,80,95,45,21,1,28
36021747,IRI_ID,0,25355,5,2641,1456,41,22,10,0,2,10
41873203,HI,1,1440,3,1899,272,37,7,2,0,0,5
27222050,IRI_ID,0,182391,3,2278,769,189,5,0,0,0,5
15627038,ID,0,11193,3,2334,132,15,1,0,0,1,0
114938943,IRI_ID,0,8333,6,1288,746,64,30,2,2,13,13
212862,IRI_ID,0,27406,5,4114,10166,550,212,28,1,9,174
16099249,IRI_ID,0,1083379,7,785,261,18,2,0,0,0,2
68666038,IRI,0,519,4,1415,328,28,12,3,0,0,9
99027562,IRI_ID,0,3653,6,789,82,16,1,0,0,0,1
80358265,IRI_ID,0,4723,11,1613,137,24,1,1,0,0,0
33157169,FFI_IRI,0,1039,4,2262,889,96,22,9,0,6,7
16458672,ID,0,4853,4,2300,710,132,11,2,2,1,6
2656556,IRI_ID,0,135036,7,5607,11533,92,364,109,12,21,222
2361594,IRI_ID,0,8426,3,1458,636,9,14,8,0,1,5
42698429,IRI,0,11248,3,2112,2970,981,65,7,1,9,48
30985840,IRI,0,85328,8,3826,20000,953,574,51,8,91,424
12766540,IRI_ID,0,1532,4,2739,79,11,4,0,0,1,3
68475958,IRI,0,1833,3,1734,100,13,1,0,0,0,1
22571796,ID,0,13354,3,2477,544,109,7,0,0,1,6
38226908,ID,0,1102,4,2063,619,20,7,1,0,0,6
2675355,FFI,0,27100,3,3529,7672,257,846,25,1,3,817
66387122,IRI,0,13637,2,1721,499,43,8,1,0,0,7
584410,IRI,0,2998,3,4085,1279,215,30,6,0,2,22
49763476,IRI_ID,0,2795,4,1124,301,41,12,2,0,0,10
32267301,IRI_ID,0,134442,11,2299,1194,117,13,0,0,0,13
88395009,IRI_ID,0,4905,3,1459,422,31,13,7,0,0,6
52319759,IRI,0,12856,2,1842,753,52,34,12,0,8,14
28836678,FFI_IRI,0,25406,5,2350,6723,422,148,83,10,17,38
77276660,IRI,0,16701,4,1650,6464,369,142,16,33,6,87
13655592,IRI_ID,0,13431,4,2805,1230,120,21,4,0,0,17
1381673,FFI_IRI,0,179017,11,5686,13253,260,439,152,5,28,254
58821882,IRI,0,14007,3,1862,227,92,5,2,0,0,3
19708981,IRI,0,104,3,2582,140,11,5,2,0,1,2
57284932,IRI_ID,0,282,4,1842,174,18,1,0,0,0,1
31673858,FFI,0,18497,4,2174,575,51,6,1,0,2,3
110887441,ID,0,19087,2,599,1329,54,16,5,1,2,8
2629978,FFI,0,6555,4,3932,757,58,41,23,0,0,18
32955140,FFI_IRI,0,5078,4,2288,2036,95,227,23,1,9,194
6275822,IRI,0,5546,3,3174,3402,37,23,15,0,0,8
18376268,HI,1,12316,4,3375,668,36,13,6,0,0,7
10924145,ID,0,6028,3,2069,767,40,9,3,0,1,5
3119517,IRI,0,1972,2,2369,421,89,12,1,0,1,10
51368212,HI,1,3090,2,1968,512,62,16,2,0,10,4
3346542,IRI,0,535,3,3068,218,32,1,0,0,0,1
948047,ID,0,6959,2,3907,302,41,13,1,0,0,12
56453473,IRI,0,29441,4,1899,1557,82,38,19,0,3,16
35882519,IRI,0,13868,2,2253,1210,190,114,7,0,1,106
666566,HI,1,1641,4,3985,1016,164,36,10,2,1,23
95798441,IRI,0,37963,2,1461,614,66,14,2,0,2,10
5905681,IRI,0,3568,3,3056,1460,97,24,5,0,4,15
100161483,IRI_ID,0,11745,6,1350,446,44,8,0,2,0,6
4333252,IRI,0,7456,3,5003,2172,276,50,7,0,3,40
72867492,IRI,0,447,4,1637,106,22,5,0,0,0,5
114702034,IRI,0,3016,3,1241,291,53,7,0,0,0,7
137805,IRI,0,2200,4,4509,1820,206,40,23,0,1,16
3542607,HI,1,3171,5,3448,1152,131,45,21,0,0,24
14291040,ID,0,6105,3,3257,1926,87,58,3,0,1,54
77296348,IRI_ID,0,15751,5,1512,2720,5,24,18,0,0,6
42475296,IRI,0,4908,6,2020,907,35,27,15,0,1,11
51290852,IRI_ID,0,10198,7,1681,4359,101,115,20,1,40,54
1410762,HI,1,505,3,3625,211,32,10,5,0,0,5
10160141,FFI_IRI,0,41525,21,7871,6735,235,679,95,0,6,578
42050752,FFI_IRI,0,20465,7,1982,877,57,12,7,0,2,3
51115084,IRI,0,1946,2,1924,928,45,21,0,0,3,18
83022668,HI,1,23592,3,445,36,2,2,2,0,0,0
8100370,IRI_ID,0,29737,5,3106,8246,112,269,82,2,87,98
6747983,IRI_ID,0,500,7,3041,360,45,3,0,0,1,2
6248967,ID,0,2956,2,3015,1034,94,19,8,0,1,10
35903830,ID,0,11965,4,2219,2421,94,54,22,0,0,32
7166430,IRI_ID,0,280,3,2173,307,38,5,1,1,0,3
26677418,HI,1,5086,5,2471,2578,117,84,48,0,23,13
1585433,IRI_ID,0,1822,6,3704,1078,115,23,5,0,0,18
86085748,ID,0,16725,7,1472,136,7,7,0,0,0,7
42467830,FFI_IRI,0,21679,8,2129,1986,97,81,59,0,2,20
15035229,HI,1,3807,3,1730,620,46,7,2,0,0,5
8681369,IRI_ID,0,27311,3,2891,312,12,1,0,0,0,1
3631697,FFI_IRI,0,71924,6,3394,15202,155,287,59,7,148,73
33761854,IRI,0,113003,3,1358,505,14,16,0,0,0,16
426,HI,1,8420,5,5456,5345,179,69,37,1,5,26
68483365,IRI_ID,0,1123,5,1727,851,194,19,0,0,0,19
4617120,ID,0,139,2,3200,124,16,1,1,0,0,0
116938442,IRI,0,30068,4,1261,907,24,26,5,0,2,19
12488647,HI,1,900,5,2821,712,135,22,2,0,3,17
41906632,IRI_ID,0,7439,3,2123,758,39,23,2,1,1,19
13266601,FFI_IRI,0,163172,15,3832,10084,231,468,268,2,52,146
1254218,IRI_ID,0,5349,7,3639,1417,84,22,4,1,1,16
12799539,IRI,0,1043,3,2780,1158,72,10,2,1,0,7
40964260,IRI,0,10112,4,2032,552,18,2,2,0,0,0
6010789,IRI,0,4705,3,3184,1198,211,29,3,3,2,21
6631214,IRI_ID,0,73889,4,1999,337,52,12,3,0,0,9
86245815,FFI_IRI,0,23248,8,7508,6690,212,238,80,0,7,151
49515,IRI,0,5579,4,4633,2670,111,87,9,1,0,77
81467673,IRI,0,1014,4,1288,658,8,47,21,0,9,17
11543691,IRI,0,1063,3,2771,530,21,6,4,0,0,2
22937749,IRI,0,79051,3,2495,1221,91,21,0,2,0,19
30257092,IRI,0,28380,6,2832,1657,84,42,5,1,7,29
26568741,IRI,0,2430,3,1855,1468,39,11,6,0,2,3
2161755,IRI,0,2844,2,3214,471,60,5,2,0,0,3
90380009,FFI_IRI,0,9430,7,709,92,13,2,0,0,0,2
99672281,FFI,0,6278,3,1256,431,11,1,0,0,0,1
923028,HI,1,1242,3,3802,510,64,10,1,0,0,9
749137,FFI,0,111818,2,4054,6005,181,278,55,19,38,166
3626679,IRI,0,8506,2,4228,3866,403,97,14,0,1,82
4691393,FFI_IRI,0,5078,12,3264,938,75,99,87,0,1,11
43243303,FFI_IRI,0,406585,6,2084,740,99,68,34,0,14,20
46684632,IRI,0,4527,2,2026,782,27,22,5,0,13,4
13073056,IRI,0,45259,9,2781,1725,116,34,11,0,8,15
118067898,HI,1,401,4,1200,208,33,3,0,0,0,3
3104806,IRI,0,762,2,3348,527,95,11,2,0,0,9
87874521,IRI,0,99892,2,1522,484,13,2,0,0,0,2
30129939,ID,0,8063,3,4165,660,30,10,4,1,1,4
7258685,FFI_IRI,0,21355,12,3132,8296,162,830,628,5,79,118
35597922,IRI_ID,0,3514,5,2199,128,24,4,2,2,0,0
