language,count,count_distribution,bytes,bytes_distribution,percentage_sum,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
1c enterprise,4,0.0007662835249042146,347321,1.137199678922647e-05,0.03839955597498151,0.0096,0.0125,0.0057,0.02698776579933172,3.5477826106300655e-05
game maker language,3,0.0005747126436781609,88547,2.899209088122043e-06,0.03787322275326095,0.0126,0.0195,0.0026,0.03514392374380784,0.00010549885988686386
scilab,13,0.0024904214559386974,194447,6.3665907321317145e-06,0.0345396428409605,0.0027,0.0044,0.0001,0.011132451116980833,2.588671797478886e-07
mirc script,3,0.0005747126436781609,126840,4.152999884099969e-06,0.03410689520910452,0.0114,0.0196,0.0001,0.03397892785605681,1.804200274720848e-05
brainfuck,6,0.0011494252873563218,148938,4.876533402223914e-06,0.0335470473029219,0.0056,0.0074,0.002,0.017544130853020826,8.769100379453589e-07
ags script,2,0.0003831417624521073,457852,1.499100680333443e-05,0.03145520675141666,0.0157,0.0218,0.0157,0.03114210010729367,0.0003131066441229883
sed,36,0.006896551724137931,112985,3.699358971184445e-06,0.03098836097180499,0.0009,0.0036,0.0001,0.021334372914872043,4.26685252821094e-07
gnuplot,18,0.0034482758620689655,354467,1.160597138061545e-05,0.02926188508475379,0.0016,0.0045,0.0003,0.019237804951468773,6.43360737108573e-06
aidl,11,0.00210727969348659,104258,3.413619220407557e-06,0.028785605707166016,0.0026,0.0037,0.0011,0.010545023992646086,8.087986301048392e-06
volt,1,0.00019157088122605365,51559,1.6881466495136417e-06,0.028293722633825704,0.028293722633825704,0.028293722633825704,0.028293722633825704,0.028293722633825704,0.028293722633825704
parrot,1,0.00019157088122605365,454926,1.489520360512506e-05,0.02805424785735517,0.02805424785735517,0.02805424785735517,0.02805424785735517,0.02805424785735517,0.02805424785735517
vbscript,27,0.005172413793103448,227315,7.442755981190354e-06,0.025975150765431835,0.001,0.0024,0.0002,0.012095836240986277,1.5356208087149552e-06
wdl,1,0.00019157088122605365,600882,1.9674100255106888e-05,0.025478884012651373,0.025478884012651373,0.025478884012651373,0.025478884012651373,0.025478884012651373,0.025478884012651373
systemverilog,7,0.0013409961685823754,364485,1.1933981100253684e-05,0.02536319467766602,0.0036,0.0039,0.0009,0.008272777766822451,0.00020873392663683132
vba,10,0.0019157088122605363,245768,8.046944777006317e-06,0.02533681582547137,0.0025,0.0046,0.0011,0.014784408796247686,2.3729826640025176e-06
raml,2,0.0003831417624521073,85335,2.794041667531306e-06,0.02486700561706108,0.0124,0.0039,0.0124,0.015160492106088594,0.009706513510972486
asp,4,0.0007662835249042146,70294,2.3015686995657775e-06,0.023779472416378292,0.0059,0.0116,0.0002,0.02338695934270259,4.1679991089105355e-05
groff,1,0.00019157088122605365,20177,6.606360663945528e-07,0.023613302187539497,0.023613302187539497,0.023613302187539497,0.023613302187539497,0.023613302187539497,0.023613302187539497
rpc,5,0.0009578544061302681,169564,5.5518706429164864e-06,0.023603262643887343,0.0047,0.0049,0.0041,0.01089170002056736,1.934281389810544e-05
tla,2,0.0003831417624521073,57317,1.8766752945203242e-06,0.02077152996177046,0.0104,0.0103,0.0104,0.01763865648828109,0.003132873473489369
zeek,2,0.0003831417624521073,52486,1.7184985171623383e-06,0.019192034570168028,0.0096,0.0122,0.0096,0.018231362239101268,0.0009606723310667592
qt script,10,0.0019157088122605363,40723,1.333353944183247e-06,0.018347410779225245,0.0018,0.0015,0.0023,0.004249683150832217,7.562066503133859e-05
xml,1,0.00019157088122605365,524842,1.718439581497001e-05,0.016983046044155167,0.016983046044155167,0.016983046044155167,0.016983046044155167,0.016983046044155167,0.016983046044155167
openqasm,3,0.0005747126436781609,243786,7.982050061062718e-06,0.01669353856312973,0.0056,0.0064,0.0023,0.012945690513408444,0.001440252100134243
classic asp,10,0.0019157088122605363,106635,3.491447040689059e-06,0.0163899749957634,0.0016,0.0045,0.0001,0.014319930693573867,2.491264873855009e-06
xquery,2,0.0003831417624521073,15716,5.145738424670065e-07,0.016243848318018974,0.0081,0.0094,0.0081,0.014770321284169285,0.00147352703384969
nextflow,1,0.00019157088122605365,92742,3.0365619303941922e-06,0.015774809835485584,0.015774809835485584,0.015774809835485584,0.015774809835485584,0.015774809835485584,0.015774809835485584
stringtemplate,5,0.0009578544061302681,17277,5.656841611289433e-07,0.015016602680236926,0.003,0.0051,0.0002,0.011955625870382826,5.91598706765227e-06
cweb,1,0.00019157088122605365,169996,5.566015202597432e-06,0.014417045759083801,0.014417045759083801,0.014417045759083801,0.014417045759083801,0.014417045759083801,0.014417045759083801
closure templates,1,0.00019157088122605365,11898,3.8956474787938687e-07,0.012661191288487446,0.012661191288487446,0.012661191288487446,0.012661191288487446,0.012661191288487446,0.012661191288487446
dtrace,16,0.0030651340996168583,89163,2.9193781824819107e-06,0.011977661971229495,0.0007,0.0013,0.0002,0.0052121954931529475,2.9445200318647485e-06
puppet,8,0.0015325670498084292,46313,1.5163819270917838e-06,0.011468355149606028,0.0014,0.0016,0.0007,0.005113244168231987,0.00017978101426455547
alloy,1,0.00019157088122605365,19151,6.270427371523062e-07,0.011275534956454569,0.011275534956454569,0.011275534956454569,0.011275534956454569,0.011275534956454569,0.011275534956454569
logtalk,1,0.00019157088122605365,55177,1.8066073368415642e-06,0.010554071036317695,0.010554071036317695,0.010554071036317695,0.010554071036317695,0.010554071036317695,0.010554071036317695
aspectj,4,0.0007662835249042146,93603,3.0647528236471886e-06,0.010522702933561183,0.0026,0.0023,0.0024,0.005653937216649613,3.507873076890545e-05
gdb,33,0.00632183908045977,139147,4.555956124825437e-06,0.010186563586806988,0.0003,0.0009,0.0,0.0051089626386726554,3.454773543834151e-07
kaitai struct,3,0.0005747126436781609,55209,1.8076550820031158e-06,0.009747773385470261,0.0032,0.003,0.0023,0.006590111144383542,0.0008556793028540843
clean,3,0.0005747126436781609,51368,1.6818929205806308e-06,0.008847928140957003,0.0029,0.0033,0.0015,0.006751449248854944,0.0006170307190459567
riot,2,0.0003831417624521073,14455,4.732861346946157e-07,0.008478750952455377,0.0042,0.0056,0.0042,0.008229821670457611,0.00024892928199776563
api blueprint,2,0.0003831417624521073,16704,5.469229743299108e-07,0.008065175978744277,0.004,0.0029,0.004,0.006083936791665545,0.001981239187078733
newlisp,8,0.0015325670498084292,177253,5.803624160015546e-06,0.007794119981946963,0.001,0.0009,0.0009,0.0021126271995136094,2.0847352212541072e-06
maxscript,3,0.0005747126436781609,130368,4.268513788161028e-06,0.00768761224517609,0.0026,0.0038,0.0007,0.006877338159902469,6.691965402342564e-05
limbo,5,0.0009578544061302681,110755,3.626344230238821e-06,0.007232284148433683,0.0014,0.0024,0.0005,0.005663647255200661,6.0076748045628294e-06
purescript,4,0.0007662835249042146,11381,3.726371151130696e-07,0.006704152954245044,0.0017,0.003,0.0003,0.006199628022318661,3.3813644887748842e-06
emberscript,1,0.00019157088122605365,4202,1.3758203652623832e-07,0.006414072493367648,0.006414072493367648,0.006414072493367648,0.006414072493367648,0.006414072493367648,0.006414072493367648
xonsh,3,0.0005747126436781609,9748,3.191693698376419e-07,0.006251906604651976,0.0021,0.0006,0.0022,0.0026006705824658883,0.0014404865821527816
sqlpl,6,0.0011494252873563218,262550,8.596421630167509e-06,0.006146971289260169,0.001,0.0012,0.0005,0.003345733697408182,3.70713458302442e-05
xtend,2,0.0003831417624521073,113797,3.7259455046588155e-06,0.005950585886559733,0.003,0.0039,0.003,0.005736594527193598,0.00021399135936613474
pawn,17,0.0032567049808429117,239139,7.829897818383653e-06,0.005636100594703403,0.0003,0.0006,0.0001,0.0024234755540048303,1.94903229999975e-06
ampl,9,0.0017241379310344827,102924,3.369941343985377e-06,0.005369073645910761,0.0006,0.0013,0.0001,0.0038899502551552204,1.0818384790501293e-05
dhall,2,0.0003831417624521073,2089,6.839811382753733e-08,0.005105750788840278,0.0026,0.0033,0.0026,0.004881665142049519,0.00022408564679075846
smpl,14,0.0026819923371647508,295081,9.661552812993559e-06,0.005066984829410812,0.0004,0.0005,0.0002,0.001828722225199521,1.760554473477854e-05
factor,1,0.00019157088122605365,24804,8.121334683476477e-07,0.004744425720586913,0.004744425720586913,0.004744425720586913,0.004744425720586913,0.004744425720586913,0.004744425720586913
sas,9,0.0017241379310344827,39588,1.2961917329844654e-06,0.004695770861064822,0.0005,0.001,0.0002,0.0030726792037947676,4.8001134146991975e-06
labview,1,0.00019157088122605365,1549,5.0717414226354874e-08,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578
sieve,3,0.0005747126436781609,1927,6.309390394718259e-08,0.004462111129102784,0.0015,0.0015,0.0012,0.0031358200395097393,0.00010664337805870141
squirrel,1,0.00019157088122605365,18318,5.997686209156672e-07,0.004310518271698193,0.004310518271698193,0.004310518271698193,0.004310518271698193,0.004310518271698193,0.004310518271698193
agda,2,0.0003831417624521073,3685,1.2065440375992106e-07,0.004237202260292032,0.0021,0.0016,0.0021,0.003227979104379538,0.0010092231559124933
autoit,5,0.0009578544061302681,68296,2.2361501110414024e-06,0.0041812523837008115,0.0008,0.0011,0.0001,0.0025112520590767017,5.9683981712278484e-05
gdscript,1,0.00019157088122605365,6525,2.136417868476214e-07,0.0038320296602032122,0.0038320296602032122,0.0038320296602032122,0.0038320296602032122,0.0038320296602032122,0.0038320296602032122
flux,2,0.0003831417624521073,14060,4.603530303567137e-07,0.0036214986232654756,0.0018,0.0013,0.0018,0.0027259591703753397,0.0008955394528901359
m,5,0.0009578544061302681,54949,1.7991421525655093e-06,0.0035526466556573483,0.0007,0.0005,0.0007,0.0013135737838089409,0.0001763533690729366
coldfusion,2,0.0003831417624521073,19645,6.432173030837582e-07,0.003540220222986634,0.0018,0.0025,0.0018,0.0035286714116024584,1.1548811384175697e-05
stata,2,0.0003831417624521073,52049,1.7041902472998999e-06,0.0034640829735347435,0.0017,0.0024,0.0017,0.003409740338978347,5.4342634556396404e-05
eiffel,2,0.0003831417624521073,26296,8.609845865049889e-07,0.0032341818399207805,0.0016,0.0014,0.0016,0.0026401292675005956,0.000594052572420185
module management system,9,0.0017241379310344827,79893,2.615859505994945e-06,0.003022145493274513,0.0003,0.0006,0.0,0.0016985385160805562,2.508391661575862e-06
csound document,2,0.0003831417624521073,33228,1.087952382126094e-06,0.0028454430260643716,0.0014,0.0016,0.0014,0.0025412667399936162,0.00030417628607075543
max,3,0.0005747126436781609,19933,6.526470095377222e-07,0.0025349300306381907,0.0008,0.0014,0.0001,0.0024384964005887927,7.725282875180902e-06
rescript,3,0.0005747126436781609,16795,5.49902499633073e-07,0.0024770926110560857,0.0008,0.0013,0.0001,0.0023215573491799837,5.866709666471992e-05
clips,3,0.0005747126436781609,15873,5.197143421658689e-07,0.0023073123484158775,0.0008,0.0009,0.0005,0.0017611136389281007,1.3750622673077127e-05
protocol buffer,1,0.00019157088122605365,20298,6.645978527866696e-07,0.0022930170299837564,0.0022930170299837564,0.0022930170299837564,0.0022930170299837564,0.0022930170299837564,0.0022930170299837564
arc,4,0.0007662835249042146,74001,2.4229434281242654e-06,0.002217245850744318,0.0006,0.0005,0.0005,0.0012108807996577251,5.929357509799668e-07
turing,2,0.0003831417624521073,8572,2.806647351506223e-07,0.002007704966261137,0.001,0.0012,0.001,0.0018694997342937336,0.00013820523196740345
inform 7,1,0.00019157088122605365,7938,2.5990628413738215e-07,0.0015183539497669294,0.0015183539497669294,0.0015183539497669294,0.0015183539497669294,0.0015183539497669294,0.0015183539497669294
apl,1,0.00019157088122605365,1309,4.2859325514718226e-08,0.0012061270146651777,0.0012061270146651777,0.0012061270146651777,0.0012061270146651777,0.0012061270146651777,0.0012061270146651777
redcode,1,0.00019157088122605365,10861,3.5561125623785685e-07,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488
fancy,2,0.0003831417624521073,10489,3.4343121873482006e-07,0.0009733794050004032,0.0005,0.0001,0.0005,0.0005826864213111773,0.000390692983689226
slash,3,0.0005747126436781609,50444,1.6516392790408298e-06,0.0009436363672322766,0.0003,0.0003,0.0003,0.0006257436983726689,2.522931875699417e-06
jq,5,0.0009578544061302681,4070,1.3326008773483818e-07,0.0008838739528114819,0.0002,0.0002,0.0001,0.00047445004423420583,3.584948166425608e-05
p4,1,0.00019157088122605365,9242,3.02601899470608e-07,0.0008372086618937982,0.0008372086618937982,0.0008372086618937982,0.0008372086618937982,0.0008372086618937982,0.0008372086618937982
piglatin,4,0.0007662835249042146,7364,2.411123553020512e-07,0.0007897738259553613,0.0002,0.0003,0.0001,0.000640916969682292,2.078234223057133e-06
zimpl,2,0.0003831417624521073,2150,7.039537804174498e-08,0.0006914900394133913,0.0003,0.0004,0.0003,0.0006592944593785433,3.219558003484803e-05
blitzbasic,2,0.0003831417624521073,3018,9.881546554883086e-08,0.0006901635459685634,0.0003,0.0005,0.0003,0.000668800659546814,2.136288642174939e-05
xc,2,0.0003831417624521073,43932,1.4384231386650887e-06,0.0006862032802021959,0.0003,0.0004,0.0003,0.0006167640650818127,6.943921512038324e-05
hyphy,1,0.00019157088122605365,2161,7.075554044102832e-08,0.0006213660795078297,0.0006213660795078297,0.0006213660795078297,0.0006213660795078297,0.0006213660795078297,0.0006213660795078297
clarion,2,0.0003831417624521073,9064,2.9677381700947746e-07,0.0006017273261264715,0.0003,0.0003,0.0003,0.0005167107969849964,8.501652914147505e-05
visual basic,3,0.0005747126436781609,2376,7.779507824520282e-08,0.0005980286969755435,0.0002,0.0003,0.0001,0.0005427344664758503,2.007109119448337e-06
srecode template,3,0.0005747126436781609,45222,1.4806603654901356e-06,0.0005749370342358271,0.0002,0.0003,0.0,0.0005741412067392499,6.23146645037662e-08
lookml,1,0.00019157088122605365,2119,6.938037491649191e-08,0.0005633940623742899,0.0005633940623742899,0.0005633940623742899,0.0005633940623742899,0.0005633940623742899,0.0005633940623742899
rexx,1,0.00019157088122605365,1941,6.35522924553614e-08,0.0005558166165973542,0.0005558166165973542,0.0005558166165973542,0.0005558166165973542,0.0005558166165973542,0.0005558166165973542
nu,1,0.00019157088122605365,8928,2.9232090007288337e-07,0.0005505693780317392,0.0005505693780317392,0.0005505693780317392,0.0005505693780317392,0.0005505693780317392,0.0005505693780317392
purebasic,5,0.0009578544061302681,15634,5.118889954905308e-07,0.0004754325890312702,0.0001,0.0001,0.0,0.00021357323188383242,1.537936644895414e-05
singularity,1,0.00019157088122605365,1419,4.6460949507551686e-08,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357
oz,1,0.00019157088122605365,7623,2.4959254270335907e-07,0.0004008647277427524,0.0004008647277427524,0.0004008647277427524,0.0004008647277427524,0.0004008647277427524,0.0004008647277427524
lilypond,3,0.0005747126436781609,4509,1.4763384166987353e-07,0.0003581573683911807,0.0001,0.0001,0.0001,0.00025274036350487724,5.167389170867088e-05
hiveql,3,0.0005747126436781609,4906,1.606324300803725e-07,0.00026618264368694945,0.0001,0.0,0.0001,0.00013900362293782002,5.0319381032403394e-05
lolcode,1,0.00019157088122605365,6379,2.0886144954804243e-07,0.00024816910606251176,0.00024816910606251176,0.00024816910606251176,0.00024816910606251176,0.00024816910606251176,0.00024816910606251176
xbase,2,0.0003831417624521073,7230,2.3672492243805405e-07,0.0002459989253139671,0.0001,0.0,0.0001,0.0001322982824448059,0.00011370064286916121
component pascal,1,0.00019157088122605365,5464,1.7890248633492772e-07,0.00023905743468621875,0.00023905743468621875,0.00023905743468621875,0.00023905743468621875,0.00023905743468621875,0.00023905743468621875
basic,4,0.0007662835249042146,3595,1.177076204930573e-07,0.00023059543215736648,0.0001,0.0001,0.0,0.0001906174697341891,1.785724117826244e-06
codeql,3,0.0005747126436781609,3921,1.2838152432636376e-07,0.00021248486284178327,0.0001,0.0,0.0001,0.00011826814105064211,2.1157834582363197e-05
modelica,1,0.00019157088122605365,1346,4.407078085776221e-08,0.00015021996175529234,0.00015021996175529234,0.00015021996175529234,0.00015021996175529234,0.00015021996175529234,0.00015021996175529234
ec,3,0.0005747126436781609,19794,6.480958664922327e-07,0.00013553388749190147,0.0,0.0,0.0,7.825436087765493e-05,1.1957040913635778e-05
rascal,2,0.0003831417624521073,2085,6.826714568234339e-08,0.0001228496791558623,0.0001,0.0001,0.0001,0.00012048613094618617,2.3635482096761108e-06
cue,1,0.00019157088122605365,384,1.2572941938618638e-08,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321
genie,1,0.00019157088122605365,477,1.561795131437784e-08,0.00010234503149201677,0.00010234503149201677,0.00010234503149201677,0.00010234503149201677,0.00010234503149201677,0.00010234503149201677
jsoniq,2,0.0003831417624521073,589,1.9285059379808276e-08,0.00010180908572007813,0.0001,0.0,0.0001,8.111615833874107e-05,2.0692927381337066e-05
j,1,0.00019157088122605365,818,2.678298569216158e-08,9.093775277471317e-05,9.093775277471317e-05,9.093775277471317e-05,9.093775277471317e-05,9.093775277471317e-05,9.093775277471317e-05
scaml,1,0.00019157088122605365,70,2.2919425408940226e-09,9.035674132284851e-05,9.035674132284851e-05,9.035674132284851e-05,9.035674132284851e-05,9.035674132284851e-05,9.035674132284851e-05
unrealscript,2,0.0003831417624521073,19005,6.222623998527272e-07,7.806632810307385e-05,0.0,0.0,0.0,5.8103312527813595e-05,1.996301557526026e-05
zephir,1,0.00019157088122605365,467,1.529053095139298e-08,6.395171768562157e-05,6.395171768562157e-05,6.395171768562157e-05,6.395171768562157e-05,6.395171768562157e-05,6.395171768562157e-05
xproc,1,0.00019157088122605365,121,3.961786392116811e-09,5.3817363438440276e-05,5.3817363438440276e-05,5.3817363438440276e-05,5.3817363438440276e-05,5.3817363438440276e-05,5.3817363438440276e-05
freebasic,1,0.00019157088122605365,303,9.92083699844127e-09,4.149329862685939e-05,4.149329862685939e-05,4.149329862685939e-05,4.149329862685939e-05,4.149329862685939e-05,4.149329862685939e-05
csound score,1,0.00019157088122605365,1586,5.1928869569398856e-08,2.6443455006461305e-05,2.6443455006461305e-05,2.6443455006461305e-05,2.6443455006461305e-05,2.6443455006461305e-05,2.6443455006461305e-05
jasmin,1,0.00019157088122605365,656,2.147877581180684e-08,1.3048088850801907e-05,1.3048088850801907e-05,1.3048088850801907e-05,1.3048088850801907e-05,1.3048088850801907e-05,1.3048088850801907e-05
modula-2,1,0.00019157088122605365,890,2.9140412305652574e-08,1.1300742508302903e-05,1.1300742508302903e-05,1.1300742508302903e-05,1.1300742508302903e-05,1.1300742508302903e-05,1.1300742508302903e-05
grammatical framework,1,0.00019157088122605365,1954,6.397793892724172e-08,5.570405519905832e-06,5.570405519905832e-06,5.570405519905832e-06,5.570405519905832e-06,5.570405519905832e-06,5.570405519905832e-06
faust,1,0.00019157088122605365,276,9.036802018382147e-09,5.5405910525878376e-06,5.5405910525878376e-06,5.5405910525878376e-06,5.5405910525878376e-06,5.5405910525878376e-06,5.5405910525878376e-06
v,1,0.00019157088122605365,93,3.0450093757592015e-09,4.445031804680523e-06,4.445031804680523e-06,4.445031804680523e-06,4.445031804680523e-06,4.445031804680523e-06,4.445031804680523e-06
fluent,1,0.00019157088122605365,190,6.220986896712347e-09,4.0289497427112696e-06,4.0289497427112696e-06,4.0289497427112696e-06,4.0289497427112696e-06,4.0289497427112696e-06,4.0289497427112696e-06
e,2,0.0003831417624521073,31,1.015003125253067e-09,3.7440040636878912e-06,0.0,0.0,0.0,3.6070624840612926e-06,1.3694157962659865e-07
cool,1,0.00019157088122605365,147,4.813079335877447e-09,2.520518218545733e-06,2.520518218545733e-06,2.520518218545733e-06,2.520518218545733e-06,2.520518218545733e-06,2.520518218545733e-06
isabelle,1,0.00019157088122605365,18,5.893566533727487e-10,2.001075244431341e-06,2.001075244431341e-06,2.001075244431341e-06,2.001075244431341e-06,2.001075244431341e-06,2.001075244431341e-06
